Month,District,Median_Price,sales_count,sales_count_lag1,sales_count_lag3,sales_count_lag6,sales_count_lag9,sales_count_lag12,OCR,OCR_lag1,OCR_lag3,OCR_lag6,OCR_lag9,OCR_lag12,CGPI_Dwelling,CGPI_Dwelling_lag1,CGPI_Dwelling_lag3,CGPI_Dwelling_lag6,CGPI_Dwelling_lag9,CGPI_Dwelling_lag12,Consents,Consents_lag1,Consents_lag3,Consents_lag6,Consents_lag9,Consents_lag12,Net_migration_monthly,weeklyrent,unemployment_rate,unemployment_rate_lag1,unemployment_rate_lag3,unemployment_rate_lag6,unemployment_rate_lag9,unemployment_rate_lag12,RealMortgageRate,RealMortgageRate_lag1,RealMortgageRate_lag3,RealMortgageRate_lag6,RealMortgageRate_lag9,RealMortgageRate_lag12
2020-02,AucklandCity,1000000,617,352.0,764.0,529.0,627.0,477.0,1.0,1.0,1.0,1.0,1.5,1.75,779.58,778.13,773.28,767.24,760.48,754.07,240.0,147.0,245.0,437.0,406.0,428.0,383.33,567.5,4.27,4.23,4.23,4.27,4.2,4.2,2.2778,1.9059,2.3387,2.9948,3.1259,3.3721
2020-02,NorthShore,1155000,336,203.0,352.0,262.0,327.0,198.0,1.0,1.0,1.0,1.0,1.5,1.75,779.58,778.13,773.28,767.24,760.48,754.07,247.0,188.0,151.0,321.0,290.0,273.0,301.67,585.5,4.27,4.23,4.23,4.27,4.2,4.2,2.2778,1.9059,2.3387,2.9948,3.1259,3.3721
2020-02,Waitakere,830000,284,256.0,380.0,260.0,324.0,205.0,1.0,1.0,1.0,1.0,1.5,1.75,779.58,778.13,773.28,767.24,760.48,754.07,134.0,107.0,157.0,84.0,385.0,72.0,135.0,517.5,4.27,4.23,4.23,4.27,4.2,4.2,2.2778,1.9059,2.3387,2.9948,3.1259,3.3721
2020-02,Franklin,650000,104,66.0,103.0,89.0,88.0,70.0,1.0,1.0,1.0,1.0,1.5,1.75,779.58,778.13,773.28,767.24,760.48,754.07,54.0,119.0,58.0,83.0,66.0,101.0,133.33,511.0,4.27,4.23,4.23,4.27,4.2,4.2,2.2778,1.9059,2.3387,2.9948,3.1259,3.3721
2020-02,Manukau,850000,394,223.0,451.0,383.0,367.0,246.0,1.0,1.0,1.0,1.0,1.5,1.75,779.58,778.13,773.28,767.24,760.48,754.07,340.0,239.0,285.0,319.0,260.0,283.0,465.83,505.5,4.27,4.23,4.23,4.27,4.2,4.2,2.2778,1.9059,2.3387,2.9948,3.1259,3.3721
2020-02,Rodney,880000,196,160.0,209.0,170.0,168.0,133.0,1.0,1.0,1.0,1.0,1.5,1.75,779.58,778.13,773.28,767.24,760.48,754.07,87.0,54.0,68.0,71.0,60.0,59.0,233.33,542.0,4.27,4.23,4.23,4.27,4.2,4.2,2.2778,1.9059,2.3387,2.9948,3.1259,3.3721
2020-02,Papakura,685000,115,83.0,137.0,118.0,100.0,61.0,1.0,1.0,1.0,1.0,1.5,1.75,779.58,778.13,773.28,767.24,760.48,754.07,127.0,95.0,156.0,88.0,179.0,133.0,216.67,518.0,4.27,4.23,4.23,4.27,4.2,4.2,2.2778,1.9059,2.3387,2.9948,3.1259,3.3721
2020-03,Manukau,920000,477,394.0,339.0,401.0,397.0,403.0,0.25,1.0,1.0,1.0,1.5,1.75,781.03,779.58,775.7,769.04,762.95,756.03,276.0,340.0,231.0,280.0,183.0,152.0,465.83,505.5,4.3,4.27,4.2,4.3,4.2,4.2,2.4074,2.2778,2.1332,2.7565,3.1552,3.199
2020-03,NorthShore,1125000,441,336.0,355.0,249.0,275.0,318.0,0.25,1.0,1.0,1.0,1.5,1.75,781.03,779.58,775.7,769.04,762.95,756.03,271.0,247.0,223.0,244.0,264.0,389.0,301.67,585.5,4.3,4.27,4.2,4.3,4.2,4.2,2.4074,2.2778,2.1332,2.7565,3.1552,3.199
2020-03,Franklin,710000,106,104.0,83.0,97.0,81.0,82.0,0.25,1.0,1.0,1.0,1.5,1.75,781.03,779.58,775.7,769.04,762.95,756.03,65.0,54.0,62.0,47.0,56.0,72.0,133.33,511.0,4.3,4.27,4.2,4.3,4.2,4.2,2.4074,2.2778,2.1332,2.7565,3.1552,3.199
2020-03,Papakura,709000,117,115.0,109.0,134.0,103.0,87.0,0.25,1.0,1.0,1.0,1.5,1.75,781.03,779.58,775.7,769.04,762.95,756.03,106.0,127.0,82.0,57.0,114.0,125.0,216.67,518.0,4.3,4.27,4.2,4.3,4.2,4.2,2.4074,2.2778,2.1332,2.7565,3.1552,3.199
2020-03,Waitakere,845000,409,284.0,329.0,256.0,280.0,339.0,0.25,1.0,1.0,1.0,1.5,1.75,781.03,779.58,775.7,769.04,762.95,756.03,101.0,134.0,155.0,154.0,72.0,58.0,135.0,517.5,4.3,4.27,4.2,4.3,4.2,4.2,2.4074,2.2778,2.1332,2.7565,3.1552,3.199
2020-03,Rodney,900000,235,196.0,151.0,158.0,170.0,176.0,0.25,1.0,1.0,1.0,1.5,1.75,781.03,779.58,775.7,769.04,762.95,756.03,73.0,87.0,45.0,51.0,61.0,62.0,233.33,542.0,4.3,4.27,4.2,4.3,4.2,4.2,2.4074,2.2778,2.1332,2.7565,3.1552,3.199
2020-03,AucklandCity,1160000,769,617.0,566.0,571.0,572.0,678.0,0.25,1.0,1.0,1.0,1.5,1.75,781.03,779.58,775.7,769.04,762.95,756.03,288.0,240.0,427.0,304.0,400.0,246.0,383.33,567.5,4.3,4.27,4.2,4.3,4.2,4.2,2.4074,2.2778,2.1332,2.7565,3.1552,3.199
2020-04,AucklandCity,1070000,172,769.0,352.0,602.0,605.0,580.0,0.25,0.25,1.0,1.0,1.5,1.75,782.48,781.03,778.13,770.85,765.43,758.0,151.0,288.0,147.0,300.0,605.0,331.0,383.33,567.5,4.3,4.3,4.23,4.27,4.23,4.2,2.7365,2.4074,1.9059,2.5563,3.2052,3.1051
2020-04,NorthShore,1108000,102,441.0,203.0,318.0,306.0,273.0,0.25,0.25,1.0,1.0,1.5,1.75,782.48,781.03,778.13,770.85,765.43,758.0,168.0,271.0,188.0,322.0,262.0,176.0,301.67,585.5,4.3,4.3,4.23,4.27,4.23,4.2,2.7365,2.4074,1.9059,2.5563,3.2052,3.1051
2020-04,Manukau,845000,92,477.0,223.0,394.0,412.0,316.0,0.25,0.25,1.0,1.0,1.5,1.75,782.48,781.03,778.13,770.85,765.43,758.0,165.0,276.0,239.0,180.0,206.0,178.0,465.83,505.5,4.3,4.3,4.23,4.27,4.23,4.2,2.7365,2.4074,1.9059,2.5563,3.2052,3.1051
2020-04,Franklin,672500,22,106.0,66.0,98.0,80.0,65.0,0.25,0.25,1.0,1.0,1.5,1.75,782.48,781.03,778.13,770.85,765.43,758.0,70.0,65.0,119.0,65.0,63.0,60.0,133.33,511.0,4.3,4.3,4.23,4.27,4.23,4.2,2.7365,2.4074,1.9059,2.5563,3.2052,3.1051
2020-04,Papakura,735000,20,117.0,83.0,122.0,107.0,92.0,0.25,0.25,1.0,1.0,1.5,1.75,782.48,781.03,778.13,770.85,765.43,758.0,133.0,106.0,95.0,112.0,115.0,149.0,216.67,518.0,4.3,4.3,4.23,4.27,4.23,4.2,2.7365,2.4074,1.9059,2.5563,3.2052,3.1051
2020-04,Waitakere,875000,78,409.0,256.0,310.0,296.0,254.0,0.25,0.25,1.0,1.0,1.5,1.75,782.48,781.03,778.13,770.85,765.43,758.0,90.0,101.0,107.0,286.0,120.0,72.0,135.0,517.5,4.3,4.3,4.23,4.27,4.23,4.2,2.7365,2.4074,1.9059,2.5563,3.2052,3.1051
2020-04,Rodney,870000,52,235.0,160.0,181.0,163.0,145.0,0.25,0.25,1.0,1.0,1.5,1.75,782.48,781.03,778.13,770.85,765.43,758.0,107.0,73.0,54.0,88.0,79.0,76.0,233.33,542.0,4.3,4.3,4.23,4.27,4.23,4.2,2.7365,2.4074,1.9059,2.5563,3.2052,3.1051
2020-05,NorthShore,1000000,158,102.0,336.0,352.0,262.0,327.0,0.25,0.25,1.0,1.0,1.0,1.5,783.13,782.48,779.58,773.28,767.24,760.48,196.0,168.0,247.0,151.0,321.0,290.0,301.67,585.5,4.3,4.3,4.27,4.23,4.27,4.2,2.4698,2.7365,2.2778,2.3387,2.9948,3.1259
2020-05,Manukau,870000,208,92.0,394.0,451.0,383.0,367.0,0.25,0.25,1.0,1.0,1.0,1.5,783.13,782.48,779.58,773.28,767.24,760.48,204.0,165.0,340.0,285.0,319.0,260.0,465.83,505.5,4.3,4.3,4.27,4.23,4.27,4.2,2.4698,2.7365,2.2778,2.3387,2.9948,3.1259
2020-05,Papakura,700000,49,20.0,115.0,137.0,118.0,100.0,0.25,0.25,1.0,1.0,1.0,1.5,783.13,782.48,779.58,773.28,767.24,760.48,121.0,133.0,127.0,156.0,88.0,179.0,216.67,518.0,4.3,4.3,4.27,4.23,4.27,4.2,2.4698,2.7365,2.2778,2.3387,2.9948,3.1259
2020-05,Rodney,885000,115,52.0,196.0,209.0,170.0,168.0,0.25,0.25,1.0,1.0,1.0,1.5,783.13,782.48,779.58,773.28,767.24,760.48,90.0,107.0,87.0,68.0,71.0,60.0,233.33,542.0,4.3,4.3,4.27,4.23,4.27,4.2,2.4698,2.7365,2.2778,2.3387,2.9948,3.1259
2020-05,Waitakere,830000,212,78.0,284.0,380.0,260.0,324.0,0.25,0.25,1.0,1.0,1.0,1.5,783.13,782.48,779.58,773.28,767.24,760.48,154.0,90.0,134.0,157.0,84.0,385.0,135.0,517.5,4.3,4.3,4.27,4.23,4.27,4.2,2.4698,2.7365,2.2778,2.3387,2.9948,3.1259
2020-05,AucklandCity,1057500,382,172.0,617.0,764.0,529.0,627.0,0.25,0.25,1.0,1.0,1.0,1.5,783.13,782.48,779.58,773.28,767.24,760.48,516.0,151.0,240.0,245.0,437.0,406.0,383.33,567.5,4.3,4.3,4.27,4.23,4.27,4.2,2.4698,2.7365,2.2778,2.3387,2.9948,3.1259
2020-05,Franklin,700000,48,22.0,104.0,103.0,89.0,88.0,0.25,0.25,1.0,1.0,1.0,1.5,783.13,782.48,779.58,773.28,767.24,760.48,85.0,70.0,54.0,58.0,83.0,66.0,133.33,511.0,4.3,4.3,4.27,4.23,4.27,4.2,2.4698,2.7365,2.2778,2.3387,2.9948,3.1259
2020-06,Rodney,903000,176,115.0,235.0,151.0,158.0,170.0,0.25,0.25,0.25,1.0,1.0,1.5,783.78,783.13,781.03,775.7,769.04,762.95,83.0,90.0,73.0,45.0,51.0,61.0,233.33,542.0,4.3,4.3,4.3,4.2,4.3,4.2,2.2931,2.4698,2.4074,2.1332,2.7565,3.1552
2020-06,Waitakere,815000,356,212.0,409.0,329.0,256.0,280.0,0.25,0.25,0.25,1.0,1.0,1.5,783.78,783.13,781.03,775.7,769.04,762.95,191.0,154.0,101.0,155.0,154.0,72.0,135.0,517.5,4.3,4.3,4.3,4.2,4.3,4.2,2.2931,2.4698,2.4074,2.1332,2.7565,3.1552
2020-06,Franklin,745000,96,48.0,106.0,83.0,97.0,81.0,0.25,0.25,0.25,1.0,1.0,1.5,783.78,783.13,781.03,775.7,769.04,762.95,109.0,85.0,65.0,62.0,47.0,56.0,133.33,511.0,4.3,4.3,4.3,4.2,4.3,4.2,2.2931,2.4698,2.4074,2.1332,2.7565,3.1552
2020-06,AucklandCity,1147500,672,382.0,769.0,566.0,571.0,572.0,0.25,0.25,0.25,1.0,1.0,1.5,783.78,783.13,781.03,775.7,769.04,762.95,275.0,516.0,288.0,427.0,304.0,400.0,383.33,567.5,4.3,4.3,4.3,4.2,4.3,4.2,2.2931,2.4698,2.4074,2.1332,2.7565,3.1552
2020-06,NorthShore,1060000,314,158.0,441.0,355.0,249.0,275.0,0.25,0.25,0.25,1.0,1.0,1.5,783.78,783.13,781.03,775.7,769.04,762.95,378.0,196.0,271.0,223.0,244.0,264.0,301.67,585.5,4.3,4.3,4.3,4.2,4.3,4.2,2.2931,2.4698,2.4074,2.1332,2.7565,3.1552
2020-06,Papakura,654000,96,49.0,117.0,109.0,134.0,103.0,0.25,0.25,0.25,1.0,1.0,1.5,783.78,783.13,781.03,775.7,769.04,762.95,111.0,121.0,106.0,82.0,57.0,114.0,216.67,518.0,4.3,4.3,4.3,4.2,4.3,4.2,2.2931,2.4698,2.4074,2.1332,2.7565,3.1552
2020-06,Manukau,890000,344,208.0,477.0,339.0,401.0,397.0,0.25,0.25,0.25,1.0,1.0,1.5,783.78,783.13,781.03,775.7,769.04,762.95,287.0,204.0,276.0,231.0,280.0,183.0,465.83,505.5,4.3,4.3,4.3,4.2,4.3,4.2,2.2931,2.4698,2.4074,2.1332,2.7565,3.1552
2020-08,Rodney,961000,214,176.0,52.0,160.0,181.0,163.0,0.25,0.25,0.25,1.0,1.0,1.5,787.47,783.78,782.48,778.13,770.85,765.43,97.0,83.0,107.0,54.0,88.0,79.0,233.33,542.0,4.5,4.3,4.3,4.23,4.27,4.23,2.2386,2.2931,2.7365,1.9059,2.5563,3.2052
2020-08,Franklin,710000,114,96.0,22.0,66.0,98.0,80.0,0.25,0.25,0.25,1.0,1.0,1.5,787.47,783.78,782.48,778.13,770.85,765.43,95.0,109.0,70.0,119.0,65.0,63.0,133.33,511.0,4.5,4.3,4.3,4.23,4.27,4.23,2.2386,2.2931,2.7365,1.9059,2.5563,3.2052
2020-08,Manukau,920000,538,344.0,92.0,223.0,394.0,412.0,0.25,0.25,0.25,1.0,1.0,1.5,787.47,783.78,782.48,778.13,770.85,765.43,237.0,287.0,165.0,239.0,180.0,206.0,465.83,505.5,4.5,4.3,4.3,4.23,4.27,4.23,2.2386,2.2931,2.7365,1.9059,2.5563,3.2052
2020-08,Waitakere,885000,426,356.0,78.0,256.0,310.0,296.0,0.25,0.25,0.25,1.0,1.0,1.5,787.47,783.78,782.48,778.13,770.85,765.43,217.0,191.0,90.0,107.0,286.0,120.0,135.0,517.5,4.5,4.3,4.3,4.23,4.27,4.23,2.2386,2.2931,2.7365,1.9059,2.5563,3.2052
2020-08,Papakura,786000,141,96.0,20.0,83.0,122.0,107.0,0.25,0.25,0.25,1.0,1.0,1.5,787.47,783.78,782.48,778.13,770.85,765.43,114.0,111.0,133.0,95.0,112.0,115.0,216.67,518.0,4.5,4.3,4.3,4.23,4.27,4.23,2.2386,2.2931,2.7365,1.9059,2.5563,3.2052
2020-08,AucklandCity,1100000,828,672.0,172.0,352.0,602.0,605.0,0.25,0.25,0.25,1.0,1.0,1.5,787.47,783.78,782.48,778.13,770.85,765.43,244.0,275.0,151.0,147.0,300.0,605.0,383.33,567.5,4.5,4.3,4.3,4.23,4.27,4.23,2.2386,2.2931,2.7365,1.9059,2.5563,3.2052
2020-08,NorthShore,1120000,428,314.0,102.0,203.0,318.0,306.0,0.25,0.25,0.25,1.0,1.0,1.5,787.47,783.78,782.48,778.13,770.85,765.43,382.0,378.0,168.0,188.0,322.0,262.0,301.67,585.5,4.5,4.3,4.3,4.23,4.27,4.23,2.2386,2.2931,2.7365,1.9059,2.5563,3.2052
2020-09,Papakura,723000,148,141.0,49.0,115.0,137.0,118.0,0.25,0.25,0.25,1.0,1.0,1.0,790.5,787.47,783.13,779.58,773.28,767.24,153.0,114.0,121.0,127.0,156.0,88.0,216.67,518.0,4.6,4.5,4.3,4.27,4.23,4.27,2.1909,2.2386,2.4698,2.2778,2.3387,2.9948
2020-09,Franklin,710000,130,114.0,48.0,104.0,103.0,89.0,0.25,0.25,0.25,1.0,1.0,1.0,790.5,787.47,783.13,779.58,773.28,767.24,71.0,95.0,85.0,54.0,58.0,83.0,133.33,511.0,4.6,4.5,4.3,4.27,4.23,4.27,2.1909,2.2386,2.4698,2.2778,2.3387,2.9948
2020-09,AucklandCity,1250000,898,828.0,382.0,617.0,764.0,529.0,0.25,0.25,0.25,1.0,1.0,1.0,790.5,787.47,783.13,779.58,773.28,767.24,458.0,244.0,516.0,240.0,245.0,437.0,383.33,567.5,4.6,4.5,4.3,4.27,4.23,4.27,2.1909,2.2386,2.4698,2.2778,2.3387,2.9948
2020-09,Manukau,966000,571,538.0,208.0,394.0,451.0,383.0,0.25,0.25,0.25,1.0,1.0,1.0,790.5,787.47,783.13,779.58,773.28,767.24,351.0,237.0,204.0,340.0,285.0,319.0,465.83,505.5,4.6,4.5,4.3,4.27,4.23,4.27,2.1909,2.2386,2.4698,2.2778,2.3387,2.9948
2020-09,Rodney,939000,272,214.0,115.0,196.0,209.0,170.0,0.25,0.25,0.25,1.0,1.0,1.0,790.5,787.47,783.13,779.58,773.28,767.24,126.0,97.0,90.0,87.0,68.0,71.0,233.33,542.0,4.6,4.5,4.3,4.27,4.23,4.27,2.1909,2.2386,2.4698,2.2778,2.3387,2.9948
2020-09,NorthShore,1031275,551,428.0,158.0,336.0,352.0,262.0,0.25,0.25,0.25,1.0,1.0,1.0,790.5,787.47,783.13,779.58,773.28,767.24,423.0,382.0,196.0,247.0,151.0,321.0,301.67,585.5,4.6,4.5,4.3,4.27,4.23,4.27,2.1909,2.2386,2.4698,2.2778,2.3387,2.9948
2020-09,Waitakere,885000,426,426.0,212.0,284.0,380.0,260.0,0.25,0.25,0.25,1.0,1.0,1.0,790.5,787.47,783.13,779.58,773.28,767.24,146.0,217.0,154.0,134.0,157.0,84.0,135.0,517.5,4.6,4.5,4.3,4.27,4.23,4.27,2.1909,2.2386,2.4698,2.2778,2.3387,2.9948
2020-10,Papakura,730000,173,148.0,96.0,117.0,109.0,134.0,0.25,0.25,0.25,0.25,1.0,1.0,793.54,790.5,783.78,781.03,775.7,769.04,123.0,153.0,111.0,106.0,82.0,57.0,216.67,518.0,4.7,4.6,4.3,4.3,4.2,4.3,2.1132,2.1909,2.2931,2.4074,2.1332,2.7565
2020-10,Franklin,735000,115,130.0,96.0,106.0,83.0,97.0,0.25,0.25,0.25,0.25,1.0,1.0,793.54,790.5,783.78,781.03,775.7,769.04,76.0,71.0,109.0,65.0,62.0,47.0,133.33,511.0,4.7,4.6,4.3,4.3,4.2,4.3,2.1132,2.1909,2.2931,2.4074,2.1332,2.7565
2020-10,Manukau,992500,663,571.0,344.0,477.0,339.0,401.0,0.25,0.25,0.25,0.25,1.0,1.0,793.54,790.5,783.78,781.03,775.7,769.04,352.0,351.0,287.0,276.0,231.0,280.0,465.83,505.5,4.7,4.6,4.3,4.3,4.2,4.3,2.1132,2.1909,2.2931,2.4074,2.1332,2.7565
2020-10,Waitakere,915000,495,426.0,356.0,409.0,329.0,256.0,0.25,0.25,0.25,0.25,1.0,1.0,793.54,790.5,783.78,781.03,775.7,769.04,196.0,146.0,191.0,101.0,155.0,154.0,135.0,517.5,4.7,4.6,4.3,4.3,4.2,4.3,2.1132,2.1909,2.2931,2.4074,2.1332,2.7565
2020-10,AucklandCity,1220000,1026,898.0,672.0,769.0,566.0,571.0,0.25,0.25,0.25,0.25,1.0,1.0,793.54,790.5,783.78,781.03,775.7,769.04,352.0,458.0,275.0,288.0,427.0,304.0,383.33,567.5,4.7,4.6,4.3,4.3,4.2,4.3,2.1132,2.1909,2.2931,2.4074,2.1332,2.7565
2020-10,Rodney,945000,296,272.0,176.0,235.0,151.0,158.0,0.25,0.25,0.25,0.25,1.0,1.0,793.54,790.5,783.78,781.03,775.7,769.04,120.0,126.0,83.0,73.0,45.0,51.0,233.33,542.0,4.7,4.6,4.3,4.3,4.2,4.3,2.1132,2.1909,2.2931,2.4074,2.1332,2.7565
2020-10,NorthShore,1155000,466,551.0,314.0,441.0,355.0,249.0,0.25,0.25,0.25,0.25,1.0,1.0,793.54,790.5,783.78,781.03,775.7,769.04,339.0,423.0,378.0,271.0,223.0,244.0,301.67,585.5,4.7,4.6,4.3,4.3,4.2,4.3,2.1132,2.1909,2.2931,2.4074,2.1332,2.7565
2020-11,Waitakere,906000,570,495.0,426.0,78.0,256.0,310.0,0.25,0.25,0.25,0.25,1.0,1.0,796.23,793.54,787.47,782.48,778.13,770.85,202.0,196.0,217.0,90.0,107.0,286.0,135.0,517.5,4.8,4.7,4.5,4.3,4.23,4.27,2.0454,2.1132,2.2386,2.7365,1.9059,2.5563
2020-11,Manukau,965000,779,663.0,538.0,92.0,223.0,394.0,0.25,0.25,0.25,0.25,1.0,1.0,796.23,793.54,787.47,782.48,778.13,770.85,452.0,352.0,237.0,165.0,239.0,180.0,465.83,505.5,4.8,4.7,4.5,4.3,4.23,4.27,2.0454,2.1132,2.2386,2.7365,1.9059,2.5563
2020-11,AucklandCity,1250000,1263,1026.0,828.0,172.0,352.0,602.0,0.25,0.25,0.25,0.25,1.0,1.0,796.23,793.54,787.47,782.48,778.13,770.85,538.0,352.0,244.0,151.0,147.0,300.0,383.33,567.5,4.8,4.7,4.5,4.3,4.23,4.27,2.0454,2.1132,2.2386,2.7365,1.9059,2.5563
2020-11,NorthShore,1225000,569,466.0,428.0,102.0,203.0,318.0,0.25,0.25,0.25,0.25,1.0,1.0,796.23,793.54,787.47,782.48,778.13,770.85,210.0,339.0,382.0,168.0,188.0,322.0,301.67,585.5,4.8,4.7,4.5,4.3,4.23,4.27,2.0454,2.1132,2.2386,2.7365,1.9059,2.5563
2020-11,Franklin,803000,136,115.0,114.0,22.0,66.0,98.0,0.25,0.25,0.25,0.25,1.0,1.0,796.23,793.54,787.47,782.48,778.13,770.85,91.0,76.0,95.0,70.0,119.0,65.0,133.33,511.0,4.8,4.7,4.5,4.3,4.23,4.27,2.0454,2.1132,2.2386,2.7365,1.9059,2.5563
2020-11,Rodney,1005000,341,296.0,214.0,52.0,160.0,181.0,0.25,0.25,0.25,0.25,1.0,1.0,796.23,793.54,787.47,782.48,778.13,770.85,98.0,120.0,97.0,107.0,54.0,88.0,233.33,542.0,4.8,4.7,4.5,4.3,4.23,4.27,2.0454,2.1132,2.2386,2.7365,1.9059,2.5563
2020-11,Papakura,772000,199,173.0,141.0,20.0,83.0,122.0,0.25,0.25,0.25,0.25,1.0,1.0,796.23,793.54,787.47,782.48,778.13,770.85,140.0,123.0,114.0,133.0,95.0,112.0,216.67,518.0,4.8,4.7,4.5,4.3,4.23,4.27,2.0454,2.1132,2.2386,2.7365,1.9059,2.5563
2020-12,Manukau,923000,817,779.0,571.0,208.0,394.0,451.0,0.25,0.25,0.25,0.25,1.0,1.0,798.93,796.23,790.5,783.13,779.58,773.28,468.0,452.0,351.0,204.0,340.0,285.0,465.83,505.5,4.9,4.8,4.6,4.3,4.27,4.23,2.0167,2.0454,2.1909,2.4698,2.2778,2.3387
2020-12,Papakura,800000,202,199.0,148.0,49.0,115.0,137.0,0.25,0.25,0.25,0.25,1.0,1.0,798.93,796.23,790.5,783.13,779.58,773.28,165.0,140.0,153.0,121.0,127.0,156.0,216.67,518.0,4.9,4.8,4.6,4.3,4.27,4.23,2.0167,2.0454,2.1909,2.4698,2.2778,2.3387
2020-12,Waitakere,950000,561,570.0,426.0,212.0,284.0,380.0,0.25,0.25,0.25,0.25,1.0,1.0,798.93,796.23,790.5,783.13,779.58,773.28,141.0,202.0,146.0,154.0,134.0,157.0,135.0,517.5,4.9,4.8,4.6,4.3,4.27,4.23,2.0167,2.0454,2.1909,2.4698,2.2778,2.3387
2020-12,Rodney,1015000,289,341.0,272.0,115.0,196.0,209.0,0.25,0.25,0.25,0.25,1.0,1.0,798.93,796.23,790.5,783.13,779.58,773.28,76.0,98.0,126.0,90.0,87.0,68.0,233.33,542.0,4.9,4.8,4.6,4.3,4.27,4.23,2.0167,2.0454,2.1909,2.4698,2.2778,2.3387
2020-12,NorthShore,1235000,563,569.0,551.0,158.0,336.0,352.0,0.25,0.25,0.25,0.25,1.0,1.0,798.93,796.23,790.5,783.13,779.58,773.28,177.0,210.0,423.0,196.0,247.0,151.0,301.67,585.5,4.9,4.8,4.6,4.3,4.27,4.23,2.0167,2.0454,2.1909,2.4698,2.2778,2.3387
2020-12,AucklandCity,1270000,967,1263.0,898.0,382.0,617.0,764.0,0.25,0.25,0.25,0.25,1.0,1.0,798.93,796.23,790.5,783.13,779.58,773.28,489.0,538.0,458.0,516.0,240.0,245.0,383.33,567.5,4.9,4.8,4.6,4.3,4.27,4.23,2.0167,2.0454,2.1909,2.4698,2.2778,2.3387
2020-12,Franklin,791000,126,136.0,130.0,48.0,104.0,103.0,0.25,0.25,0.25,0.25,1.0,1.0,798.93,796.23,790.5,783.13,779.58,773.28,71.0,91.0,71.0,85.0,54.0,58.0,133.33,511.0,4.9,4.8,4.6,4.3,4.27,4.23,2.0167,2.0454,2.1909,2.4698,2.2778,2.3387
2021-01,Franklin,770000,102,126.0,115.0,96.0,106.0,83.0,0.25,0.25,0.25,0.25,0.25,1.0,801.62,798.93,793.54,783.78,781.03,775.7,77.0,71.0,76.0,109.0,65.0,62.0,77.5,554.0,4.93,4.9,4.7,4.3,4.3,4.2,1.9691,2.0167,2.1132,2.2931,2.4074,2.1332
2021-01,Rodney,1090000,173,289.0,296.0,176.0,235.0,151.0,0.25,0.25,0.25,0.25,0.25,1.0,801.62,798.93,793.54,783.78,781.03,775.7,67.0,76.0,120.0,83.0,73.0,45.0,141.67,570.0,4.93,4.9,4.7,4.3,4.3,4.2,1.9691,2.0167,2.1132,2.2931,2.4074,2.1332
2021-01,NorthShore,1255000,331,563.0,466.0,314.0,441.0,355.0,0.25,0.25,0.25,0.25,0.25,1.0,801.62,798.93,793.54,783.78,781.03,775.7,281.0,177.0,339.0,378.0,271.0,223.0,-261.67,605.0,4.93,4.9,4.7,4.3,4.3,4.2,1.9691,2.0167,2.1132,2.2931,2.4074,2.1332
2021-01,AucklandCity,1101000,504,967.0,1026.0,672.0,769.0,566.0,0.25,0.25,0.25,0.25,0.25,1.0,801.62,798.93,793.54,783.78,781.03,775.7,519.0,489.0,352.0,275.0,288.0,427.0,-949.17,587.33,4.93,4.9,4.7,4.3,4.3,4.2,1.9691,2.0167,2.1132,2.2931,2.4074,2.1332
2021-01,Manukau,924500,402,817.0,663.0,344.0,477.0,339.0,0.25,0.25,0.25,0.25,0.25,1.0,801.62,798.93,793.54,783.78,781.03,775.7,201.0,468.0,352.0,287.0,276.0,231.0,-231.67,525.75,4.93,4.9,4.7,4.3,4.3,4.2,1.9691,2.0167,2.1132,2.2931,2.4074,2.1332
2021-01,Waitakere,940000,332,561.0,495.0,356.0,409.0,329.0,0.25,0.25,0.25,0.25,0.25,1.0,801.62,798.93,793.54,783.78,781.03,775.7,166.0,141.0,196.0,191.0,101.0,155.0,-83.33,546.0,4.93,4.9,4.7,4.3,4.3,4.2,1.9691,2.0167,2.1132,2.2931,2.4074,2.1332
2021-01,Papakura,786000,107,202.0,173.0,96.0,117.0,109.0,0.25,0.25,0.25,0.25,0.25,1.0,801.62,798.93,793.54,783.78,781.03,775.7,92.0,165.0,123.0,111.0,106.0,82.0,125.0,559.0,4.93,4.9,4.7,4.3,4.3,4.2,1.9691,2.0167,2.1132,2.2931,2.4074,2.1332
2021-02,AucklandCity,1286000,857,504.0,1263.0,828.0,172.0,352.0,0.25,0.25,0.25,0.25,0.25,1.0,812.83,801.62,796.23,787.47,782.48,778.13,278.0,519.0,538.0,244.0,151.0,147.0,-949.17,587.33,4.97,4.93,4.8,4.5,4.3,4.23,1.343,1.9691,2.0454,2.2386,2.7365,1.9059
2021-02,Waitakere,1003000,431,332.0,570.0,426.0,78.0,256.0,0.25,0.25,0.25,0.25,0.25,1.0,812.83,801.62,796.23,787.47,782.48,778.13,104.0,166.0,202.0,217.0,90.0,107.0,-83.33,546.0,4.97,4.93,4.8,4.5,4.3,4.23,1.343,1.9691,2.0454,2.2386,2.7365,1.9059
2021-02,Manukau,1003000,622,402.0,779.0,538.0,92.0,223.0,0.25,0.25,0.25,0.25,0.25,1.0,812.83,801.62,796.23,787.47,782.48,778.13,284.0,201.0,452.0,237.0,165.0,239.0,-231.67,525.75,4.97,4.93,4.8,4.5,4.3,4.23,1.343,1.9691,2.0454,2.2386,2.7365,1.9059
