Month,District,log_Median_Price,weeklyrent,CGPI_Dwelling_lag1,OCR_lag1,CGPI_Dwelling_lag9,unemployment_rate_lag6,log_sales_count,unemployment_rate_lag9,unemployment_rate_lag1,log_sales_count_lag1,log_sales_count_lag12,unemployment_rate_lag3,log_Consents_lag1,log_Consents_lag9,log_sales_count_lag3,log_sales_count_lag9,log_Consents,OCR_lag12,Net_migration_monthly,log_Consents_lag6,log_Consents_lag3,log_sales_count_lag6,log_Consents_lag12
2019-01,Manukau,13.618278388434565,483.75,750.21,1.75,,,5.365976015021851,,4.2,5.68697535633982,,4.1,5.081404364984463,,5.84354441703136,,5.111987788356544,,245.0,,4.718498871295094,,
2019-01,NorthShore,13.732128949025222,573.0,750.21,1.75,,,5.043425116919247,,4.2,5.37989735354046,,4.1,5.187385805840755,,5.707110264748875,,5.049856007249537,,238.33,,5.501258210544727,,
2019-01,Papakura,13.38472764187182,495.0,750.21,1.75,,,4.23410650459726,,4.2,4.0943445622221,,4.1,3.58351893845611,,4.394449154672439,,4.770684624465665,,133.33,,4.6443908991413725,,
2019-01,Rodney,13.652991628466498,511.0,750.21,1.75,,,4.812184355372417,,4.2,4.836281906951478,,4.1,4.07753744390572,,4.875197323201151,,4.605170185988092,,141.67,,4.204692619390966,,
2019-01,Waitakere,13.527828485512494,507.5,750.21,1.75,,,5.278114659230517,,4.2,5.327876168789581,,4.1,4.007333185232471,,5.613128106388071,,3.737669618283368,,46.67,,3.713572066704308,,
2019-02,AucklandCity,13.795307850646754,550.0,752.1,1.75,,,6.1675164908883415,,4.2,5.860786223465865,,4.13,6.163314804034641,,6.496774990185863,,6.059123195581797,,218.33,,5.402677381872279,,
2019-02,Franklin,13.407542319637992,500.0,752.1,1.75,,,4.248495242049359,,4.2,4.276666119016055,,4.13,4.127134385045092,,4.356708826689592,,4.61512051684126,,100.0,,4.23410650459726,,
2019-02,Manukau,13.631587719803344,483.75,752.1,1.75,,,5.5053315359323625,,4.2,5.365976015021851,,4.13,5.111987788356544,,5.991464547107982,,5.645446897643238,,245.0,,5.231108616854587,,
2019-02,NorthShore,13.804437477063088,573.0,752.1,1.75,,,5.288267030694535,,4.2,5.043425116919247,,4.13,5.049856007249537,,5.793013608384144,,5.60947179518496,,238.33,,5.488937726156687,,
2019-02,Papakura,13.38472764187182,495.0,752.1,1.75,,,4.110873864173311,,4.2,4.23410650459726,,4.13,4.770684624465665,,4.454347296253507,,4.890349128221754,,133.33,,4.700480365792417,,
2019-02,Rodney,13.693342923990066,511.0,752.1,1.75,,,4.890349128221754,,4.2,4.812184355372417,,4.13,4.605170185988092,,5.068904202220232,,4.07753744390572,,141.67,,4.454347296253507,,
2019-02,Waitakere,13.561907799165356,507.5,752.1,1.75,,,5.3230099791384085,,4.2,5.278114659230517,,4.13,3.737669618283368,,5.749392985908253,,4.276666119016055,,46.67,,5.049856007249537,,
2019-03,AucklandCity,13.764217263576723,550.0,754.07,1.75,,4.17,6.519147287940395,,4.2,6.1675164908883415,,4.2,6.059123195581797,,6.095824562432225,,5.5053315359323625,,218.33,5.680172609017068,5.961005339623274,6.3835066348840055,
2019-03,Franklin,13.450227239488942,500.0,754.07,1.75,,4.17,4.406719247264253,,4.2,4.248495242049359,,4.2,4.61512051684126,,4.158883083359672,,4.276666119016055,,100.0,3.9889840465642745,4.060443010546419,4.30406509320417,
2019-03,Manukau,13.637579349471611,483.75,754.07,1.75,,4.17,5.998936561946683,,4.2,5.5053315359323625,,4.2,5.645446897643238,,5.68697535633982,,5.0238805208462765,,245.0,5.564520407322694,5.081404364984463,5.968707559985366,
2019-03,NorthShore,13.835313185260452,573.0,754.07,1.75,,4.17,5.762051382780177,,4.2,5.288267030694535,,4.2,5.60947179518496,,5.37989735354046,,5.963579343618446,,238.33,6.093569770045136,5.187385805840755,5.700443573390687,
2019-03,Papakura,13.437903777984506,495.0,754.07,1.75,,4.17,4.465908118654584,,4.2,4.110873864173311,,4.2,4.890349128221754,,4.0943445622221,,4.8283137373023015,,133.33,4.574710978503383,3.58351893845611,4.3694478524670215,
2019-03,Rodney,13.652991628466498,511.0,754.07,1.75,,4.17,5.170483995038151,,4.2,4.890349128221754,,4.2,4.07753744390572,,4.836281906951478,,4.127134385045092,,141.67,4.465908118654584,4.07753744390572,4.976733742420574,
2019-03,Waitakere,13.556739829006911,507.5,754.07,1.75,,4.17,5.82600010738045,,4.2,5.3230099791384085,,4.2,4.276666119016055,,5.327876168789581,,4.060443010546419,,46.67,4.07753744390572,4.007333185232471,5.54907608489522,
2019-04,AucklandCity,13.744014556259204,550.0,756.03,1.75,,4.1,6.363028103540465,,4.2,6.519147287940395,,4.2,5.5053315359323625,,5.860786223465865,,5.802118375377063,,218.33,5.468060141135132,6.163314804034641,6.220590170099739,
2019-04,Franklin,13.437174117244362,500.0,756.03,1.75,,4.1,4.174387269895637,,4.2,4.406719247264253,,4.2,4.276666119016055,,4.276666119016055,,4.0943445622221,,100.0,3.7612001156935615,4.127134385045092,4.382026634673881,
2019-04,Manukau,13.63638389206684,483.75,756.03,1.75,,4.1,5.755742213586912,,4.2,5.998936561946683,,4.2,5.0238805208462765,,5.365976015021851,,5.181783550292085,,245.0,4.718498871295094,5.111987788356544,5.84354441703136,
2019-04,NorthShore,13.769466619462868,573.0,756.03,1.75,,4.1,5.60947179518496,,4.2,5.762051382780177,,4.2,5.963579343618446,,5.043425116919247,,5.170483995038151,,238.33,5.501258210544727,5.049856007249537,5.707110264748875,
2019-04,Papakura,13.437174117244362,495.0,756.03,1.75,,4.1,4.5217885770490405,,4.2,4.465908118654584,,4.2,4.8283137373023015,,4.23410650459726,,5.003946305945459,,133.33,4.6443908991413725,4.770684624465665,4.394449154672439,
2019-04,Rodney,13.614617615584883,511.0,756.03,1.75,,4.1,4.976733742420574,,4.2,5.170483995038151,,4.2,4.127134385045092,,4.812184355372417,,4.330733340286331,,141.67,4.204692619390966,4.605170185988092,4.875197323201151,
2019-04,Waitakere,13.53579665516167,507.5,756.03,1.75,,4.1,5.537334267018537,,4.2,5.82600010738045,,4.2,4.060443010546419,,5.278114659230517,,4.276666119016055,,46.67,3.713572066704308,3.737669618283368,5.613128106388071,
2019-05,AucklandCity,13.790192749979983,550.0,758.0,1.75,,4.13,6.440946540632921,,4.2,6.363028103540465,,4.2,5.802118375377063,,6.1675164908883415,,6.0063531596017325,,218.33,5.402677381872279,6.059123195581797,6.496774990185863,
2019-05,Franklin,13.415032991367148,500.0,758.0,1.75,,4.13,4.477336814478207,,4.2,4.174387269895637,,4.2,4.0943445622221,,4.248495242049359,,4.189654742026425,,100.0,4.23410650459726,4.61512051684126,4.356708826689592,
2019-05,Manukau,13.560618308335483,483.75,758.0,1.75,,4.13,5.905361848054571,,4.2,5.755742213586912,,4.2,5.181783550292085,,5.5053315359323625,,5.560681631015528,,245.0,5.231108616854587,5.645446897643238,5.991464547107982,
2019-05,NorthShore,13.787625354474738,573.0,758.0,1.75,,4.13,5.7899601708972535,,4.2,5.60947179518496,,4.2,5.170483995038151,,5.288267030694535,,5.66988092298052,,238.33,5.488937726156687,5.60947179518496,5.793013608384144,
2019-05,Papakura,13.42984807715229,495.0,758.0,1.75,,4.13,4.605170185988092,,4.2,4.5217885770490405,,4.2,5.003946305945459,,4.110873864173311,,5.187385805840755,,133.33,4.700480365792417,4.890349128221754,4.454347296253507,
2019-05,Rodney,13.709038313453757,511.0,758.0,1.75,,4.13,5.123963979403259,,4.2,4.976733742420574,,4.2,4.330733340286331,,4.890349128221754,,4.0943445622221,,141.67,4.454347296253507,4.07753744390572,5.068904202220232,
2019-05,Waitakere,13.573438996764546,507.5,758.0,1.75,,4.13,5.780743515792329,,4.2,5.537334267018537,,4.2,4.276666119016055,,5.3230099791384085,,5.953243334287785,,46.67,5.049856007249537,4.276666119016055,5.749392985908253,
2019-06,AucklandCity,13.795307850646754,550.0,760.48,1.5,741.63,4.2,6.349138991379798,4.17,4.2,6.440946540632921,,4.2,6.0063531596017325,5.680172609017068,6.519147287940395,6.3835066348840055,5.991464547107982,,218.33,5.961005339623274,5.5053315359323625,6.095824562432225,
2019-06,Franklin,13.453104939316557,500.0,760.48,1.5,741.63,4.2,4.394449154672439,4.17,4.2,4.477336814478207,,4.2,4.189654742026425,3.9889840465642745,4.406719247264253,4.30406509320417,4.02535169073515,,100.0,4.060443010546419,4.276666119016055,4.158883083359672,
2019-06,Manukau,13.619495674038316,483.75,760.48,1.5,741.63,4.2,5.983936280687191,4.17,4.2,5.905361848054571,,4.2,5.560681631015528,5.564520407322694,5.998936561946683,5.968707559985366,5.209486152841421,,245.0,5.081404364984463,5.0238805208462765,5.68697535633982,
2019-06,NorthShore,13.803437976730004,573.0,760.48,1.5,741.63,4.2,5.616771097666572,4.17,4.2,5.7899601708972535,,4.2,5.66988092298052,6.093569770045136,5.762051382780177,5.700443573390687,5.575949103146316,,238.33,5.187385805840755,5.963579343618446,5.37989735354046,
2019-06,Papakura,13.473020249017498,495.0,760.48,1.5,741.63,4.2,4.634728988229636,4.17,4.2,4.605170185988092,,4.2,5.187385805840755,4.574710978503383,4.465908118654584,4.3694478524670215,4.736198448394496,,133.33,3.58351893845611,4.8283137373023015,4.0943445622221,
2019-06,Rodney,13.648865480555328,511.0,760.48,1.5,741.63,4.2,5.135798437050262,4.17,4.2,5.123963979403259,,4.2,4.0943445622221,4.465908118654584,5.170483995038151,4.976733742420574,4.110873864173311,,141.67,4.07753744390572,4.127134385045092,4.836281906951478,
2019-06,Waitakere,13.547631112808672,507.5,760.48,1.5,741.63,4.2,5.634789603169249,4.17,4.2,5.780743515792329,,4.2,5.953243334287785,4.07753744390572,5.82600010738045,5.54907608489522,4.276666119016055,,46.67,4.007333185232471,4.060443010546419,5.327876168789581,
2019-07,AucklandCity,13.658856747918897,550.0,762.95,1.5,744.04,4.2,6.405228458030842,4.1,4.2,6.349138991379798,,4.2,5.991464547107982,5.468060141135132,6.363028103540465,6.220590170099739,6.405228458030842,,218.33,6.163314804034641,5.802118375377063,5.860786223465865,
2019-07,Franklin,13.38472764187182,500.0,762.95,1.5,744.04,4.2,4.382026634673881,4.1,4.2,4.394449154672439,,4.2,4.02535169073515,3.7612001156935615,4.174387269895637,4.382026634673881,4.143134726391533,,100.0,4.127134385045092,4.0943445622221,4.276666119016055,
2019-07,Manukau,13.617059619240436,483.75,762.95,1.5,744.04,4.2,6.021023349349527,4.1,4.2,5.983936280687191,,4.2,5.209486152841421,4.718498871295094,5.755742213586912,5.84354441703136,5.327876168789581,,245.0,5.111987788356544,5.181783550292085,5.365976015021851,
2019-07,NorthShore,13.785051350479566,573.0,762.95,1.5,744.04,4.2,5.723585101952381,4.1,4.2,5.616771097666572,,4.2,5.575949103146316,5.501258210544727,5.60947179518496,5.707110264748875,5.568344503761097,,238.33,5.049856007249537,5.170483995038151,5.043425116919247,
2019-07,Papakura,13.458835614025542,495.0,762.95,1.5,744.04,4.2,4.672828834461906,4.1,4.2,4.634728988229636,,4.2,4.736198448394496,4.6443908991413725,4.5217885770490405,4.394449154672439,4.74493212836325,,133.33,4.770684624465665,5.003946305945459,4.23410650459726,
2019-07,Rodney,13.670484785914017,511.0,762.95,1.5,744.04,4.2,5.093750200806762,4.1,4.2,5.135798437050262,,4.2,4.110873864173311,4.204692619390966,4.976733742420574,4.875197323201151,4.3694478524670215,,141.67,4.605170185988092,4.330733340286331,4.812184355372417,
2019-07,Waitakere,13.527828485512494,507.5,762.95,1.5,744.04,4.2,5.69035945432406,4.1,4.2,5.634789603169249,,4.2,4.276666119016055,3.713572066704308,5.537334267018537,5.613128106388071,4.787491742782046,,46.67,3.737669618283368,4.276666119016055,5.278114659230517,
2019-08,AucklandCity,13.737549016494562,550.0,765.43,1.5,746.44,4.2,6.270988431858299,4.13,4.23,6.405228458030842,,4.2,6.405228458030842,5.402677381872279,6.440946540632921,6.496774990185863,6.07993319509559,,218.33,6.059123195581797,6.0063531596017325,6.1675164908883415,
2019-08,Franklin,13.437174117244362,500.0,765.43,1.5,746.44,4.2,4.48863636973214,4.13,4.23,4.382026634673881,,4.2,4.143134726391533,4.23410650459726,4.477336814478207,4.356708826689592,4.418840607796598,,100.0,4.61512051684126,4.189654742026425,4.248495242049359,
2019-08,Manukau,13.554145793829866,483.75,765.43,1.5,746.44,4.2,5.948034989180646,4.13,4.23,6.021023349349527,,4.2,5.327876168789581,5.231108616854587,5.905361848054571,5.991464547107982,5.765191102784844,,245.0,5.645446897643238,5.560681631015528,5.5053315359323625,
2019-08,NorthShore,13.81451005763069,573.0,765.43,1.5,746.44,4.2,5.568344503761097,4.13,4.23,5.723585101952381,,4.2,5.568344503761097,5.488937726156687,5.7899601708972535,5.793013608384144,5.771441123130016,,238.33,5.60947179518496,5.66988092298052,5.288267030694535,
2019-08,Papakura,13.473020249017498,495.0,765.43,1.5,746.44,4.2,4.770684624465665,4.13,4.23,4.672828834461906,,4.2,4.74493212836325,4.700480365792417,4.605170185988092,4.454347296253507,4.477336814478207,,133.33,4.890349128221754,5.187385805840755,4.110873864173311,
2019-08,Rodney,13.694472229587218,511.0,765.43,1.5,746.44,4.2,5.135798437050262,4.13,4.23,5.093750200806762,,4.2,4.3694478524670215,4.454347296253507,5.123963979403259,5.068904202220232,4.262679877041316,,141.67,4.07753744390572,4.0943445622221,4.890349128221754,
2019-08,Waitakere,13.554145793829866,507.5,765.43,1.5,746.44,4.2,5.560681631015528,4.13,4.23,5.69035945432406,,4.2,4.787491742782046,5.049856007249537,5.780743515792329,5.749392985908253,4.430816798843313,,46.67,4.276666119016055,5.953243334287785,5.3230099791384085,
2019-09,AucklandCity,13.737549016494562,550.0,767.24,1.0,750.21,4.2,6.3473892096560105,4.2,4.27,6.270988431858299,6.3835066348840055,4.2,6.07993319509559,5.961005339623274,6.349138991379798,6.095824562432225,5.717027701406222,1.75,218.33,5.5053315359323625,5.991464547107982,6.519147287940395,5.680172609017068
2019-09,Franklin,13.415032991367148,500.0,767.24,1.0,750.21,4.2,4.574710978503383,4.2,4.27,4.48863636973214,4.30406509320417,4.2,4.418840607796598,4.060443010546419,4.394449154672439,4.158883083359672,3.8501476017100575,1.75,100.0,4.276666119016055,4.02535169073515,4.406719247264253,3.9889840465642745
2019-09,Manukau,13.64709190633931,483.75,767.24,1.0,750.21,4.2,5.993961427306569,4.2,4.27,5.948034989180646,5.968707559985366,4.2,5.765191102784844,5.081404364984463,5.983936280687191,5.68697535633982,5.634789603169249,1.75,245.0,5.0238805208462765,5.209486152841421,5.998936561946683,5.564520407322694
2019-09,NorthShore,13.805460222110773,573.0,767.24,1.0,750.21,4.2,5.517452896464707,4.2,4.27,5.568344503761097,5.700443573390687,4.2,5.771441123130016,5.187385805840755,5.616771097666572,5.37989735354046,5.497168225293202,1.75,238.33,5.963579343618446,5.575949103146316,5.762051382780177,6.093569770045136
2019-09,Papakura,13.418757390458133,495.0,767.24,1.0,750.21,4.2,4.897839799950911,4.2,4.27,4.770684624465665,4.3694478524670215,4.2,4.477336814478207,3.58351893845611,4.634728988229636,4.0943445622221,4.04305126783455,1.75,133.33,4.8283137373023015,4.736198448394496,4.465908118654584,4.574710978503383
2019-09,Rodney,13.652991628466498,511.0,767.24,1.0,750.21,4.2,5.062595033026967,4.2,4.27,5.135798437050262,4.976733742420574,4.2,4.262679877041316,4.07753744390572,5.135798437050262,4.836281906951478,3.9318256327243257,1.75,141.67,4.127134385045092,4.110873864173311,5.170483995038151,4.465908118654584
2019-09,Waitakere,13.541073712262516,507.5,767.24,1.0,750.21,4.2,5.545177444479562,4.2,4.27,5.560681631015528,5.54907608489522,4.2,4.430816798843313,4.007333185232471,5.634789603169249,5.327876168789581,5.0369526024136295,1.75,46.67,4.060443010546419,4.276666119016055,5.82600010738045,4.07753744390572
2019-10,AucklandCity,13.816510058297355,550.0,769.04,1.0,752.1,4.2,6.400257445308821,4.2,4.3,6.3473892096560105,6.220590170099739,4.23,5.717027701406222,6.163314804034641,6.405228458030842,5.860786223465865,5.703782474656201,1.75,218.33,5.802118375377063,6.405228458030842,6.363028103540465,5.468060141135132
2019-10,Franklin,13.45166712454693,500.0,769.04,1.0,752.1,4.2,4.584967478670572,4.2,4.3,4.574710978503383,4.382026634673881,4.23,3.8501476017100575,4.127134385045092,4.382026634673881,4.276666119016055,4.174387269895637,1.75,100.0,4.0943445622221,4.143134726391533,4.174387269895637,3.7612001156935615
2019-10,Manukau,13.610943392223,483.75,769.04,1.0,752.1,4.2,5.976350909297934,4.2,4.3,5.993961427306569,5.84354441703136,4.23,5.634789603169249,5.111987788356544,6.021023349349527,5.365976015021851,5.19295685089021,1.75,245.0,5.181783550292085,5.327876168789581,5.755742213586912,4.718498871295094
2019-10,NorthShore,13.795307850646754,573.0,769.04,1.0,752.1,4.2,5.762051382780177,4.2,4.3,5.517452896464707,5.707110264748875,4.23,5.497168225293202,5.049856007249537,5.723585101952381,5.043425116919247,5.7745515455444085,1.75,238.33,5.170483995038151,5.568344503761097,5.60947179518496,5.501258210544727
2019-10,Papakura,13.437174117244362,495.0,769.04,1.0,752.1,4.2,4.804021044733257,4.2,4.3,4.897839799950911,4.394449154672439,4.23,4.04305126783455,4.770684624465665,4.672828834461906,4.23410650459726,4.718498871295094,1.75,133.33,5.003946305945459,4.74493212836325,4.5217885770490405,4.6443908991413725
2019-10,Rodney,13.716794585025117,511.0,769.04,1.0,752.1,4.2,5.198497031265826,4.2,4.3,5.062595033026967,4.875197323201151,4.23,3.9318256327243257,4.605170185988092,5.093750200806762,4.812184355372417,4.477336814478207,1.75,141.67,4.330733340286331,4.3694478524670215,4.976733742420574,4.204692619390966
2019-10,Waitakere,13.602317337503232,507.5,769.04,1.0,752.1,4.2,5.736572297479192,4.2,4.3,5.545177444479562,5.613128106388071,4.23,5.0369526024136295,3.737669618283368,5.69035945432406,5.278114659230517,5.655991810819852,1.75,46.67,4.276666119016055,4.787491742782046,5.537334267018537,3.713572066704308
2019-11,AucklandCity,13.845069360205818,550.0,770.85,1.0,754.07,4.2,6.638567789166521,4.2,4.27,6.400257445308821,6.496774990185863,4.27,5.703782474656201,6.059123195581797,6.270988431858299,6.1675164908883415,5.501258210544727,1.75,218.33,6.0063531596017325,6.07993319509559,6.440946540632921,5.402677381872279
2019-11,Franklin,13.473020249017498,500.0,770.85,1.0,754.07,4.2,4.634728988229636,4.2,4.27,4.584967478670572,4.356708826689592,4.27,4.174387269895637,4.61512051684126,4.48863636973214,4.248495242049359,4.060443010546419,1.75,100.0,4.189654742026425,4.418840607796598,4.477336814478207,4.23410650459726
2019-11,Manukau,13.635187003832993,483.75,770.85,1.0,754.07,4.2,6.111467339502679,4.2,4.27,5.976350909297934,5.991464547107982,4.27,5.19295685089021,5.645446897643238,5.948034989180646,5.5053315359323625,5.652489180268651,1.75,245.0,5.560681631015528,5.765191102784844,5.905361848054571,5.231108616854587
2019-11,NorthShore,13.800396920154226,573.0,770.85,1.0,754.07,4.2,5.863631175598097,4.2,4.27,5.762051382780177,5.793013608384144,4.27,5.7745515455444085,5.60947179518496,5.568344503761097,5.288267030694535,5.017279836814924,1.75,238.33,5.66988092298052,5.771441123130016,5.7899601708972535,5.488937726156687
2019-11,Papakura,13.437174117244362,495.0,770.85,1.0,754.07,4.2,4.919980925828125,4.2,4.27,4.804021044733257,4.454347296253507,4.27,4.718498871295094,4.890349128221754,4.770684624465665,4.110873864173311,5.049856007249537,1.75,133.33,5.187385805840755,4.477336814478207,4.605170185988092,4.700480365792417
2019-11,Rodney,13.678544702891116,511.0,770.85,1.0,754.07,4.2,5.342334251964811,4.2,4.27,5.198497031265826,5.068904202220232,4.27,4.477336814478207,4.07753744390572,5.135798437050262,4.890349128221754,4.219507705176107,1.75,141.67,4.0943445622221,4.262679877041316,5.123963979403259,4.454347296253507
2019-11,Waitakere,13.610943392223,507.5,770.85,1.0,754.07,4.2,5.940171252720432,4.2,4.27,5.736572297479192,5.749392985908253,4.27,5.655991810819852,4.276666119016055,5.560681631015528,5.3230099791384085,5.056245805348308,1.75,46.67,5.953243334287785,4.430816798843313,5.780743515792329,5.049856007249537
2019-12,AucklandCity,13.820498099475314,550.0,773.28,1.0,756.03,4.2,6.338594078203183,4.2,4.23,6.638567789166521,6.095824562432225,4.3,5.501258210544727,5.5053315359323625,6.3473892096560105,6.519147287940395,6.056784013228625,1.75,218.33,5.991464547107982,5.717027701406222,6.349138991379798,5.961005339623274
2019-12,Franklin,13.45166712454693,500.0,773.28,1.0,756.03,4.2,4.418840607796598,4.2,4.23,4.634728988229636,4.158883083359672,4.3,4.060443010546419,4.276666119016055,4.574710978503383,4.406719247264253,4.127134385045092,1.75,100.0,4.02535169073515,3.8501476017100575,4.394449154672439,4.060443010546419
2019-12,Manukau,13.709038313453757,483.75,773.28,1.0,756.03,4.2,5.82600010738045,4.2,4.23,6.111467339502679,5.68697535633982,4.3,5.652489180268651,5.0238805208462765,5.993961427306569,5.998936561946683,5.442417710521793,1.75,245.0,5.209486152841421,5.634789603169249,5.983936280687191,5.081404364984463
2019-12,NorthShore,13.864300722133706,573.0,773.28,1.0,756.03,4.2,5.872117789475416,4.2,4.23,5.863631175598097,5.37989735354046,4.3,5.017279836814924,5.963579343618446,5.517452896464707,5.762051382780177,5.407171771460119,1.75,238.33,5.575949103146316,5.497168225293202,5.616771097666572,5.187385805840755
2019-12,Papakura,13.428376406540831,495.0,773.28,1.0,756.03,4.2,4.691347882229144,4.2,4.23,4.919980925828125,4.0943445622221,4.3,5.049856007249537,4.8283137373023015,4.897839799950911,4.465908118654584,4.406719247264253,1.75,133.33,4.736198448394496,4.04305126783455,4.634728988229636,3.58351893845611
2019-12,Rodney,13.698976741708323,511.0,773.28,1.0,756.03,4.2,5.017279836814924,4.2,4.23,5.342334251964811,4.836281906951478,4.3,4.219507705176107,4.127134385045092,5.062595033026967,5.170483995038151,3.80666248977032,1.75,141.67,4.110873864173311,3.9318256327243257,5.135798437050262,4.07753744390572
2019-12,Waitakere,13.5985975564007,507.5,773.28,1.0,756.03,4.2,5.796057750765372,4.2,4.23,5.940171252720432,5.327876168789581,4.3,5.056245805348308,4.060443010546419,5.545177444479562,5.82600010738045,5.043425116919247,1.75,46.67,4.276666119016055,5.0369526024136295,5.634789603169249,4.007333185232471
