Month,District,CGPI_Dwelling
2023-05,Waitakere,1049.67
2023-06,AucklandCity,1052.33
2023-06,Franklin,1052.33
2023-06,Manukau,1052.33
2023-06,NorthShore,1052.33
2023-06,Papakura,1052.33
2023-06,Rodney,1052.33
2023-06,Waitakere,1052.33
2023-07,AucklandCity,1055.0
2023-07,Franklin,1055.0
2023-07,Manukau,1055.0
2023-07,NorthShore,1055.0
2023-07,Papakura,1055.0
2023-07,Rodney,1055.0
2023-07,Waitakere,1055.0
2023-08,AucklandCity,1057.67
2023-08,Franklin,1057.67
2023-08,Manukau,1057.67
2023-08,NorthShore,1057.67
2023-08,Papakura,1057.67
2023-08,Rodney,1057.67
2023-08,Waitakere,1057.67
2023-09,AucklandCity,1060.33
2023-09,Franklin,1060.33
2023-09,Manukau,1060.33
2023-09,NorthShore,1060.33
2023-09,Papakura,1060.33
2023-09,Rodney,1060.33
2023-09,Waitakere,1060.33
2023-10,AucklandCity,1063.0
2023-10,Franklin,1063.0
2023-10,Manukau,1063.0
2023-10,NorthShore,1063.0
2023-10,Papakura,1063.0
2023-10,Rodney,1063.0
2023-10,Waitakere,1063.0
2023-11,AucklandCity,1066.0
2023-11,Franklin,1066.0
2023-11,Manukau,1066.0
2023-11,NorthShore,1066.0
2023-11,Papakura,1066.0
2023-11,Rodney,1066.0
2023-11,Waitakere,1066.0
2023-12,AucklandCity,1069.0
2023-12,Franklin,1069.0
2023-12,Manukau,1069.0
2023-12,NorthShore,1069.0
2023-12,Papakura,1069.0
2023-12,Rodney,1069.0
2023-12,Waitakere,1069.0
2024-01,AucklandCity,1072.0
2024-01,Franklin,1072.0
2024-01,Manukau,1072.0
2024-01,NorthShore,1072.0
2024-01,Papakura,1072.0
2024-01,Rodney,1072.0
2024-01,Waitakere,1072.0
2024-02,AucklandCity,1075.33
2024-02,Franklin,1075.33
2024-02,Manukau,1075.33
2024-02,NorthShore,1075.33
2024-02,Papakura,1075.33
2024-02,Rodney,1075.33
2024-02,Waitakere,1075.33
2024-03,AucklandCity,1078.67
2024-03,Franklin,1078.67
2024-03,Manukau,1078.67
2024-03,NorthShore,1078.67
2024-03,Papakura,1078.67
2024-03,Rodney,1078.67
2024-03,Waitakere,1078.67
2024-04,AucklandCity,1082.0
2024-04,Franklin,1082.0
2024-04,Manukau,1082.0
2024-04,NorthShore,1082.0
2024-04,Papakura,1082.0
2024-04,Rodney,1082.0
2024-04,Waitakere,1082.0
2024-05,AucklandCity,1082.33
2024-05,Franklin,1082.33
2024-05,Manukau,1082.33
2024-05,NorthShore,1082.33
2024-05,Papakura,1082.33
2024-05,Rodney,1082.33
2024-05,Waitakere,1082.33
2024-06,AucklandCity,1082.67
2024-06,Franklin,1082.67
2024-06,Manukau,1082.67
2024-06,NorthShore,1082.67
2024-06,Papakura,1082.67
2024-06,Rodney,1082.67
2024-06,Waitakere,1082.67
2024-07,AucklandCity,1083.0
2024-07,Franklin,1083.0
2024-07,Manukau,1083.0
2024-07,NorthShore,1083.0
2024-07,Papakura,1083.0
2024-07,Rodney,1083.0
2024-07,Waitakere,1083.0
2024-08,AucklandCity,1084.33
2024-08,Franklin,1084.33
2024-08,Manukau,1084.33
2024-08,NorthShore,1084.33
2024-08,Papakura,1084.33
2024-08,Rodney,1084.33
2024-08,Waitakere,1084.33
2024-09,AucklandCity,1085.67
2024-09,Franklin,1085.67
2024-09,Manukau,1085.67
2024-09,NorthShore,1085.67
2024-09,Papakura,1085.67
2024-09,Rodney,1085.67
2024-09,Waitakere,1085.67
2024-10,AucklandCity,1087.0
2024-10,Franklin,1087.0
2024-10,Manukau,1087.0
2024-10,NorthShore,1087.0
2024-10,Papakura,1087.0
2024-10,Rodney,1087.0
2024-10,Waitakere,1087.0
2024-11,AucklandCity,1088.67
2024-11,Franklin,1088.67
2024-11,Manukau,1088.67
2024-11,NorthShore,1088.67
2024-11,Papakura,1088.67
2024-11,Rodney,1088.67
2024-11,Waitakere,1088.67
2024-12,AucklandCity,1090.33
2024-12,Franklin,1090.33
2024-12,Manukau,1090.33
2024-12,NorthShore,1090.33
2024-12,Papakura,1090.33
2024-12,Rodney,1090.33
2024-12,Waitakere,1090.33
2025-01,AucklandCity,1092.0
2025-01,Franklin,1092.0
2025-01,Manukau,1092.0
2025-01,NorthShore,1092.0
2025-01,Papakura,1092.0
2025-01,Rodney,1092.0
2025-01,Waitakere,1092.0
2025-02,AucklandCity,1092.0
2025-02,Franklin,1092.0
2025-02,Manukau,1092.0
2025-02,NorthShore,1092.0
2025-02,Papakura,1092.0
2025-02,Rodney,1092.0
2025-02,Waitakere,1092.0
2025-03,AucklandCity,1092.0
2025-03,Franklin,1092.0
2025-03,Manukau,1092.0
2025-03,NorthShore,1092.0
2025-03,Papakura,1092.0
2025-03,Rodney,1092.0
2025-03,Waitakere,1092.0
2025-04,AucklandCity,1092.0
2025-04,Franklin,1092.0
2025-04,Manukau,1092.0
2025-04,NorthShore,1092.0
2025-04,Papakura,1092.0
2025-04,Rodney,1092.0
2025-04,Waitakere,1092.0
2025-05,AucklandCity,1092.67
2025-05,Franklin,1092.67
2025-05,Manukau,1092.67
2025-05,NorthShore,1092.67
2025-05,Papakura,1092.67
2025-05,Rodney,1092.67
2025-05,Waitakere,1092.67
2025-06,AucklandCity,1093.33
2025-06,Franklin,1093.33
2025-06,Manukau,1093.33
2025-06,NorthShore,1093.33
2025-06,Papakura,1093.33
2025-06,Rodney,1093.33
2025-06,Waitakere,1093.33
2025-07,AucklandCity,1094.0
2025-07,Franklin,1094.0
2025-07,Manukau,1094.0
2025-07,NorthShore,1094.0
2025-07,Papakura,1094.0
2025-07,Rodney,1094.0
2025-07,Waitakere,1094.0
