Month,District,2YearFixedRate,CPI,CPI_YoY,RealMortgageRate
2024-12,Rodney,6.12,1295.0,2.4258,3.6942
2024-12,Waitakere,6.12,1295.0,2.4258,3.6942
2025-01,AucklandCity,6.03,1299.0,2.5257,3.5043
2025-01,Franklin,6.03,1299.0,2.5257,3.5043
2025-01,Manukau,6.03,1299.0,2.5257,3.5043
2025-01,NorthShore,6.03,1299.0,2.5257,3.5043
2025-01,Papakura,6.03,1299.0,2.5257,3.5043
2025-01,Rodney,6.03,1299.0,2.5257,3.5043
2025-01,Waitakere,6.03,1299.0,2.5257,3.5043
2025-02,AucklandCity,5.72,1301.33,2.5743,3.1457
2025-02,Franklin,5.72,1301.33,2.5743,3.1457
2025-02,Manukau,5.72,1301.33,2.5743,3.1457
2025-02,NorthShore,5.72,1301.33,2.5743,3.1457
2025-02,Papakura,5.72,1301.33,2.5743,3.1457
2025-02,Rodney,5.72,1301.33,2.5743,3.1457
2025-02,Waitakere,5.72,1301.33,2.5743,3.1457
2025-03,AucklandCity,5.73,1303.67,2.6245,3.1055
2025-03,Franklin,5.73,1303.67,2.6245,3.1055
2025-03,Manukau,5.73,1303.67,2.6245,3.1055
2025-03,NorthShore,5.73,1303.67,2.6245,3.1055
2025-03,Papakura,5.73,1303.67,2.6245,3.1055
2025-03,Rodney,5.73,1303.67,2.6245,3.1055
2025-03,Waitakere,5.73,1303.67,2.6245,3.1055
2025-04,AucklandCity,5.66,1306.0,2.673,2.987
2025-04,Franklin,5.66,1306.0,2.673,2.987
2025-04,Manukau,5.66,1306.0,2.673,2.987
2025-04,NorthShore,5.66,1306.0,2.673,2.987
2025-04,Papakura,5.66,1306.0,2.673,2.987
2025-04,Rodney,5.66,1306.0,2.673,2.987
2025-04,Waitakere,5.66,1306.0,2.673,2.987
2025-05,AucklandCity,5.63,1310.33,2.7976,2.8324
2025-05,Franklin,5.63,1310.33,2.7976,2.8324
2025-05,Manukau,5.63,1310.33,2.7976,2.8324
2025-05,NorthShore,5.63,1310.33,2.7976,2.8324
2025-05,Papakura,5.63,1310.33,2.7976,2.8324
2025-05,Rodney,5.63,1310.33,2.7976,2.8324
2025-05,Waitakere,5.63,1310.33,2.7976,2.8324
2025-06,AucklandCity,5.59,1314.67,2.9233,2.6667
2025-06,Franklin,5.59,1314.67,2.9233,2.6667
2025-06,Manukau,5.59,1314.67,2.9233,2.6667
2025-06,NorthShore,5.59,1314.67,2.9233,2.6667
2025-06,Papakura,5.59,1314.67,2.9233,2.6667
2025-06,Rodney,5.59,1314.67,2.9233,2.6667
2025-06,Waitakere,5.59,1314.67,2.9233,2.6667
2025-07,AucklandCity,5.59,1319.0,3.0469,2.5431
2025-07,Franklin,5.59,1319.0,3.0469,2.5431
2025-07,Manukau,5.59,1319.0,3.0469,2.5431
2025-07,NorthShore,5.59,1319.0,3.0469,2.5431
2025-07,Papakura,5.59,1319.0,3.0469,2.5431
2025-07,Rodney,5.59,1319.0,3.0469,2.5431
2025-07,Waitakere,5.59,1319.0,3.0469,2.5431
