mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__epsilon,param_svr__gamma,param_svr__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.020726633071899415,0.01679575508909798,0.005584526062011719,0.00024758106193272926,10.0,0.05,0.1,rbf,"{'svr__C': 10.0, 'svr__epsilon': 0.05, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-0.2267791052465616,-0.15296404219325907,-0.1478680479852749,-0.1423414914300139,-0.12535765431739052,-0.15906206823450003,0.03511026721289144,10,-0.04181282835150408,-0.04108542463308711,-0.04026447051762477,-0.03988307407454745,-0.040055070992274504,-0.040620173713807585,0.0007249917558932084
0.015459394454956055,0.0012307476466951375,0.0060084819793701175,0.0003432652835958438,1.0,0.05,0.1,rbf,"{'svr__C': 1.0, 'svr__epsilon': 0.05, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-0.2267791052465616,-0.15296404219325907,-0.1478680479852749,-0.1423414914300139,-0.12535765431739052,-0.15906206823450003,0.03511026721289144,10,-0.04181282835150408,-0.04108542463308711,-0.04026447051762477,-0.03988307407454745,-0.040055070992274504,-0.040620173713807585,0.0007249917558932084
0.018316316604614257,0.010271838359509667,0.008819150924682616,0.005643005305867424,10.0,0.1,0.1,rbf,"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-0.2276898084050039,-0.1559110219450757,-0.14961566696310571,-0.14549295403577436,-0.13331952095577182,-0.1624057944609463,0.03346588527368424,13,-0.07966735386789539,-0.07706708174289721,-0.07600925777351311,-0.07520869530814756,-0.07488947489001505,-0.07656837271649367,0.0017223486845435866
0.011534690856933594,0.0007103397868964019,0.005534934997558594,0.0003111472767303118,1.0,0.1,0.1,rbf,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-0.2276898084050039,-0.1559110219450757,-0.14961566696310571,-0.14549295403577436,-0.13331952095577182,-0.1624057944609463,0.03346588527368424,13,-0.07966735386789539,-0.07706708174289721,-0.07600925777351311,-0.07520869530814756,-0.07488947489001505,-0.07656837271649367,0.0017223486845435866
0.013035154342651368,0.0024672227952789528,0.005173540115356446,6.394039588421543e-05,100.0,0.1,0.1,rbf,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-0.2276898084050039,-0.1559110219450757,-0.14961566696310571,-0.14549295403577436,-0.13331952095577182,-0.1624057944609463,0.03346588527368424,13,-0.07966735386789539,-0.07706708174289721,-0.07600925777351311,-0.07520869530814756,-0.07488947489001505,-0.07656837271649367,0.0017223486845435866
0.01081690788269043,0.0005556131980633588,0.005178260803222656,0.00012896875261256312,1.0,0.2,0.1,rbf,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-0.23712821717941038,-0.1642109270172422,-0.14863315259433724,-0.1481170894690713,-0.1436979650250051,-0.16835747025701325,0.035081112790475065,16,-0.13724960792959734,-0.13728243194974066,-0.13405847787041586,-0.1320573170473566,-0.13087760927861705,-0.1343050888151455,0.0026228105462630623
0.014647340774536133,0.009614547451189039,0.0053555011749267575,0.0005278079164366988,100.0,0.2,0.1,rbf,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-0.23712821717941038,-0.1642109270172422,-0.14863315259433724,-0.1481170894690713,-0.1436979650250051,-0.16835747025701325,0.035081112790475065,16,-0.13724960792959734,-0.13728243194974066,-0.13405847787041586,-0.1320573170473566,-0.13087760927861705,-0.1343050888151455,0.0026228105462630623
0.009586286544799805,0.0007894536699441614,0.007560253143310547,0.005222273541034057,10.0,0.2,0.1,rbf,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-0.23712821717941038,-0.1642109270172422,-0.14863315259433724,-0.1481170894690713,-0.1436979650250051,-0.16835747025701325,0.035081112790475065,16,-0.13724960792959734,-0.13728243194974066,-0.13405847787041586,-0.1320573170473566,-0.13087760927861705,-0.1343050888151455,0.0026228105462630623
0.01190633773803711,0.001741825853803613,0.004727077484130859,0.0006497623141575539,100.0,0.2,1.0,rbf,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",-0.2636081719166438,-0.1834681835336977,-0.1486800760379216,-0.14376100847059156,-0.1430945569643531,-0.17652239938464157,0.04603933111543446,19,-0.1475041631273762,-0.15237866090774915,-0.15093344038815296,-0.14921319557963683,-0.14766119707398948,-0.14953813141538091,0.001885788309560012
0.0118682861328125,0.0015473993403280325,0.005927658081054688,0.0015568177255631973,10.0,0.2,1.0,rbf,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",-0.2636081719166438,-0.1834681835336977,-0.1486800760379216,-0.14376100847059156,-0.1430945569643531,-0.17652239938464157,0.04603933111543446,19,-0.1475041631273762,-0.15237866090774915,-0.15093344038815296,-0.14921319557963683,-0.14766119707398948,-0.14953813141538091,0.001885788309560012
0.016442108154296874,0.006444909268808444,0.005272054672241211,9.735078740600861e-05,1.0,0.2,1.0,rbf,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",-0.2636081719166438,-0.1834681835336977,-0.1486800760379216,-0.14376100847059156,-0.1430945569643531,-0.17652239938464157,0.04603933111543446,19,-0.1475041631273762,-0.15237866090774915,-0.15093344038815296,-0.14921319557963683,-0.14766119707398948,-0.14953813141538091,0.001885788309560012
0.018027877807617186,0.004098550142421391,0.006179618835449219,0.0008350066253016277,100.0,0.1,1.0,rbf,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",-0.2641161368768041,-0.18242878596574544,-0.14827429351176755,-0.14590126007499157,-0.14287793738034604,-0.17671968276193095,0.04598894025354601,22,-0.08810313172033753,-0.08885181988721566,-0.08810825095652615,-0.0877451887376554,-0.08796047745109624,-0.0881537737505662,0.0003731515834237433
0.01528787612915039,0.00198404757326771,0.005983161926269531,0.00044395512292213433,1.0,0.1,1.0,rbf,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",-0.2641161368768041,-0.18242878596574544,-0.14827429351176755,-0.14590126007499157,-0.14287793738034604,-0.17671968276193095,0.04598894025354601,22,-0.08810313172033753,-0.08885181988721566,-0.08810825095652615,-0.0877451887376554,-0.08796047745109624,-0.0881537737505662,0.0003731515834237433
0.015709829330444337,0.003429339205070126,0.006599330902099609,0.001367543569765211,10.0,0.1,1.0,rbf,"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",-0.2641161368768041,-0.18242878596574544,-0.14827429351176755,-0.14590126007499157,-0.14287793738034604,-0.17671968276193095,0.04598894025354601,22,-0.08810313172033753,-0.08885181988721566,-0.08810825095652615,-0.0877451887376554,-0.08796047745109624,-0.0881537737505662,0.0003731515834237433
0.015729713439941406,0.0033531356433812577,0.006079721450805664,0.00029893576720858687,10.0,0.05,1.0,rbf,"{'svr__C': 10.0, 'svr__epsilon': 0.05, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",-0.2654318190176952,-0.18248123121767035,-0.14825233490819265,-0.14603301711987618,-0.14263011215485977,-0.17696570288365882,0.04651214055791269,25,-0.04750793546191811,-0.04708651200701441,-0.04695906238235002,-0.046935166192620996,-0.047052861953961585,-0.047108307599573025,0.00020760721447002822
0.01782088279724121,0.003984711872138044,0.006611061096191406,0.00020396713761820244,1.0,0.05,1.0,rbf,"{'svr__C': 1.0, 'svr__epsilon': 0.05, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",-0.2654318190176952,-0.18248123121767035,-0.14825233490819265,-0.14603301711987618,-0.14263011215485977,-0.17696570288365882,0.04651214055791269,25,-0.04750793546191811,-0.04708651200701441,-0.04695906238235002,-0.046935166192620996,-0.047052861953961585,-0.047108307599573025,0.00020760721447002822
0.027065515518188477,0.014137745940097007,0.0068610191345214845,0.0018986777110925647,100.0,0.05,1.0,rbf,"{'svr__C': 100.0, 'svr__epsilon': 0.05, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",-0.2654318190176952,-0.18248123121767035,-0.14825233490819265,-0.14603301711987618,-0.14263011215485977,-0.17696570288365882,0.04651214055791269,25,-0.04750793546191811,-0.04708651200701441,-0.04695906238235002,-0.046935166192620996,-0.047052861953961585,-0.047108307599573025,0.00020760721447002822
