Month,District,weeklyrent
2011-05,Rodney,348.0
2011-05,Waitakere,355.5
2011-06,AucklandCity,391.5
2011-06,Franklin,339.0
2011-06,Manukau,354.0
2011-06,NorthShore,407.0
2011-06,Papakura,335.0
2011-06,Rodney,348.0
2011-06,Waitakere,355.5
2011-07,AucklandCity,391.5
2011-07,Franklin,339.0
2011-07,Manukau,354.0
2011-07,NorthShore,407.0
2011-07,Papakura,335.0
2011-07,Rodney,348.0
2011-07,Waitakere,355.5
2011-08,AucklandCity,391.5
2011-08,Franklin,339.0
2011-08,Manukau,354.0
2011-08,NorthShore,407.0
2011-08,Papakura,335.0
2011-08,Rodney,348.0
2011-08,Waitakere,355.5
2011-09,AucklandCity,391.5
2011-09,Franklin,339.0
2011-09,Manukau,354.0
2011-09,NorthShore,407.0
2011-09,Papakura,335.0
2011-09,Rodney,348.0
2011-09,Waitakere,355.5
2011-10,AucklandCity,391.5
2011-10,Franklin,339.0
2011-10,Manukau,354.0
2011-10,NorthShore,407.0
2011-10,Papakura,335.0
2011-10,Rodney,348.0
2011-10,Waitakere,355.5
2011-11,AucklandCity,391.5
2011-11,Franklin,339.0
2011-11,Manukau,354.0
2011-11,NorthShore,407.0
2011-11,Papakura,335.0
2011-11,Rodney,348.0
2011-11,Waitakere,355.5
2011-12,AucklandCity,391.5
2011-12,Franklin,339.0
2011-12,Manukau,354.0
2011-12,NorthShore,407.0
2011-12,Papakura,335.0
2011-12,Rodney,348.0
2011-12,Waitakere,355.5
2012-01,AucklandCity,411.67
2012-01,Franklin,349.0
2012-01,Manukau,370.25
2012-01,NorthShore,425.5
2012-01,Papakura,350.0
2012-01,Rodney,355.0
2012-01,Waitakere,371.5
2012-02,AucklandCity,411.67
2012-02,Franklin,349.0
2012-02,Manukau,370.25
2012-02,NorthShore,425.5
2012-02,Papakura,350.0
2012-02,Rodney,355.0
2012-02,Waitakere,371.5
2012-03,AucklandCity,411.67
2012-03,Franklin,349.0
2012-03,Manukau,370.25
2012-03,NorthShore,425.5
2012-03,Papakura,350.0
2012-03,Rodney,355.0
2012-03,Waitakere,371.5
2012-04,AucklandCity,411.67
2012-04,Franklin,349.0
2012-04,Manukau,370.25
2012-04,NorthShore,425.5
2012-04,Papakura,350.0
2012-04,Rodney,355.0
2012-04,Waitakere,371.5
2012-05,AucklandCity,411.67
2012-05,Franklin,349.0
2012-05,Manukau,370.25
2012-05,NorthShore,425.5
2012-05,Papakura,350.0
2012-05,Rodney,355.0
2012-05,Waitakere,371.5
2012-06,AucklandCity,411.67
2012-06,Franklin,349.0
2012-06,Manukau,370.25
2012-06,NorthShore,425.5
2012-06,Papakura,350.0
2012-06,Rodney,355.0
2012-06,Waitakere,371.5
2012-07,AucklandCity,411.67
2012-07,Franklin,349.0
2012-07,Manukau,370.25
2012-07,NorthShore,425.5
2012-07,Papakura,350.0
2012-07,Rodney,355.0
2012-07,Waitakere,371.5
2012-08,AucklandCity,411.67
2012-08,Franklin,349.0
2012-08,Manukau,370.25
2012-08,NorthShore,425.5
2012-08,Papakura,350.0
2012-08,Rodney,355.0
2012-08,Waitakere,371.5
2012-09,AucklandCity,411.67
2012-09,Franklin,349.0
2012-09,Manukau,370.25
2012-09,NorthShore,425.5
2012-09,Papakura,350.0
2012-09,Rodney,355.0
2012-09,Waitakere,371.5
2012-10,AucklandCity,411.67
2012-10,Franklin,349.0
2012-10,Manukau,370.25
2012-10,NorthShore,425.5
2012-10,Papakura,350.0
2012-10,Rodney,355.0
2012-10,Waitakere,371.5
2012-11,AucklandCity,411.67
2012-11,Franklin,349.0
2012-11,Manukau,370.25
2012-11,NorthShore,425.5
2012-11,Papakura,350.0
2012-11,Rodney,355.0
2012-11,Waitakere,371.5
2012-12,AucklandCity,411.67
2012-12,Franklin,349.0
2012-12,Manukau,370.25
2012-12,NorthShore,425.5
2012-12,Papakura,350.0
2012-12,Rodney,355.0
2012-12,Waitakere,371.5
2013-01,AucklandCity,425.5
2013-01,Franklin,365.0
2013-01,Manukau,387.25
2013-01,NorthShore,443.75
2013-01,Papakura,370.0
2013-01,Rodney,372.0
2013-01,Waitakere,389.0
2013-02,AucklandCity,425.5
2013-02,Franklin,365.0
2013-02,Manukau,387.25
2013-02,NorthShore,443.75
2013-02,Papakura,370.0
2013-02,Rodney,372.0
2013-02,Waitakere,389.0
2013-03,AucklandCity,425.5
2013-03,Franklin,365.0
2013-03,Manukau,387.25
2013-03,NorthShore,443.75
2013-03,Papakura,370.0
2013-03,Rodney,372.0
2013-03,Waitakere,389.0
2013-04,AucklandCity,425.5
2013-04,Franklin,365.0
2013-04,Manukau,387.25
2013-04,NorthShore,443.75
2013-04,Papakura,370.0
2013-04,Rodney,372.0
2013-04,Waitakere,389.0
2013-05,AucklandCity,425.5
2013-05,Franklin,365.0
2013-05,Manukau,387.25
2013-05,NorthShore,443.75
2013-05,Papakura,370.0
2013-05,Rodney,372.0
2013-05,Waitakere,389.0
2013-06,AucklandCity,425.5
2013-06,Franklin,365.0
2013-06,Manukau,387.25
2013-06,NorthShore,443.75
2013-06,Papakura,370.0
2013-06,Rodney,372.0
2013-06,Waitakere,389.0
2013-07,AucklandCity,425.5
2013-07,Franklin,365.0
2013-07,Manukau,387.25
2013-07,NorthShore,443.75
2013-07,Papakura,370.0
2013-07,Rodney,372.0
2013-07,Waitakere,389.0
2013-08,AucklandCity,425.5
2013-08,Franklin,365.0
2013-08,Manukau,387.25
2013-08,NorthShore,443.75
2013-08,Papakura,370.0
2013-08,Rodney,372.0
2013-08,Waitakere,389.0
2013-09,AucklandCity,425.5
2013-09,Franklin,365.0
2013-09,Manukau,387.25
2013-09,NorthShore,443.75
2013-09,Papakura,370.0
2013-09,Rodney,372.0
2013-09,Waitakere,389.0
2013-10,AucklandCity,425.5
2013-10,Franklin,365.0
2013-10,Manukau,387.25
2013-10,NorthShore,443.75
2013-10,Papakura,370.0
2013-10,Rodney,372.0
2013-10,Waitakere,389.0
2013-11,AucklandCity,425.5
2013-11,Franklin,365.0
2013-11,Manukau,387.25
2013-11,NorthShore,443.75
2013-11,Papakura,370.0
2013-11,Rodney,372.0
2013-11,Waitakere,389.0
2013-12,AucklandCity,425.5
2013-12,Franklin,365.0
2013-12,Manukau,387.25
2013-12,NorthShore,443.75
2013-12,Papakura,370.0
2013-12,Rodney,372.0
2013-12,Waitakere,389.0
2014-01,AucklandCity,442.5
2014-01,Franklin,386.0
2014-01,Manukau,397.75
2014-01,NorthShore,456.75
2014-01,Papakura,381.0
2014-01,Rodney,396.0
2014-01,Waitakere,405.5
2014-02,AucklandCity,442.5
2014-02,Franklin,386.0
2014-02,Manukau,397.75
2014-02,NorthShore,456.75
2014-02,Papakura,381.0
2014-02,Rodney,396.0
2014-02,Waitakere,405.5
2014-03,AucklandCity,442.5
2014-03,Franklin,386.0
2014-03,Manukau,397.75
2014-03,NorthShore,456.75
2014-03,Papakura,381.0
2014-03,Rodney,396.0
2014-03,Waitakere,405.5
2014-04,AucklandCity,442.5
2014-04,Franklin,386.0
2014-04,Manukau,397.75
2014-04,NorthShore,456.75
2014-04,Papakura,381.0
2014-04,Rodney,396.0
2014-04,Waitakere,405.5
2014-05,AucklandCity,442.5
2014-05,Franklin,386.0
2014-05,Manukau,397.75
2014-05,NorthShore,456.75
2014-05,Papakura,381.0
2014-05,Rodney,396.0
2014-05,Waitakere,405.5
2014-06,AucklandCity,442.5
2014-06,Franklin,386.0
2014-06,Manukau,397.75
2014-06,NorthShore,456.75
2014-06,Papakura,381.0
2014-06,Rodney,396.0
2014-06,Waitakere,405.5
2014-07,AucklandCity,442.5
2014-07,Franklin,386.0
2014-07,Manukau,397.75
2014-07,NorthShore,456.75
2014-07,Papakura,381.0
2014-07,Rodney,396.0
2014-07,Waitakere,405.5
2014-08,AucklandCity,442.5
2014-08,Franklin,386.0
2014-08,Manukau,397.75
2014-08,NorthShore,456.75
2014-08,Papakura,381.0
2014-08,Rodney,396.0
2014-08,Waitakere,405.5
2014-09,AucklandCity,442.5
2014-09,Franklin,386.0
2014-09,Manukau,397.75
2014-09,NorthShore,456.75
2014-09,Papakura,381.0
2014-09,Rodney,396.0
2014-09,Waitakere,405.5
2014-10,AucklandCity,442.5
2014-10,Franklin,386.0
2014-10,Manukau,397.75
2014-10,NorthShore,456.75
2014-10,Papakura,381.0
2014-10,Rodney,396.0
2014-10,Waitakere,405.5
2014-11,AucklandCity,442.5
2014-11,Franklin,386.0
2014-11,Manukau,397.75
2014-11,NorthShore,456.75
2014-11,Papakura,381.0
2014-11,Rodney,396.0
2014-11,Waitakere,405.5
2014-12,AucklandCity,442.5
2014-12,Franklin,386.0
2014-12,Manukau,397.75
2014-12,NorthShore,456.75
2014-12,Papakura,381.0
2014-12,Rodney,396.0
2014-12,Waitakere,405.5
2015-01,AucklandCity,468.0
2015-01,Franklin,412.0
2015-01,Manukau,420.0
2015-01,NorthShore,485.0
2015-01,Papakura,407.0
2015-01,Rodney,422.0
2015-01,Waitakere,424.0
2015-02,AucklandCity,468.0
2015-02,Franklin,412.0
2015-02,Manukau,420.0
2015-02,NorthShore,485.0
2015-02,Papakura,407.0
2015-02,Rodney,422.0
2015-02,Waitakere,424.0
2015-03,AucklandCity,468.0
2015-03,Franklin,412.0
2015-03,Manukau,420.0
2015-03,NorthShore,485.0
2015-03,Papakura,407.0
2015-03,Rodney,422.0
2015-03,Waitakere,424.0
2015-04,AucklandCity,468.0
2015-04,Franklin,412.0
2015-04,Manukau,420.0
2015-04,NorthShore,485.0
2015-04,Papakura,407.0
2015-04,Rodney,422.0
2015-04,Waitakere,424.0
2015-05,AucklandCity,468.0
2015-05,Franklin,412.0
2015-05,Manukau,420.0
2015-05,NorthShore,485.0
2015-05,Papakura,407.0
2015-05,Rodney,422.0
2015-05,Waitakere,424.0
2015-06,AucklandCity,468.0
2015-06,Franklin,412.0
2015-06,Manukau,420.0
2015-06,NorthShore,485.0
2015-06,Papakura,407.0
2015-06,Rodney,422.0
2015-06,Waitakere,424.0
2015-07,AucklandCity,468.0
2015-07,Franklin,412.0
2015-07,Manukau,420.0
2015-07,NorthShore,485.0
2015-07,Papakura,407.0
2015-07,Rodney,422.0
2015-07,Waitakere,424.0
2015-08,AucklandCity,468.0
2015-08,Franklin,412.0
2015-08,Manukau,420.0
2015-08,NorthShore,485.0
2015-08,Papakura,407.0
2015-08,Rodney,422.0
2015-08,Waitakere,424.0
2015-09,AucklandCity,468.0
2015-09,Franklin,412.0
2015-09,Manukau,420.0
2015-09,NorthShore,485.0
2015-09,Papakura,407.0
2015-09,Rodney,422.0
2015-09,Waitakere,424.0
2015-10,AucklandCity,468.0
2015-10,Franklin,412.0
2015-10,Manukau,420.0
2015-10,NorthShore,485.0
2015-10,Papakura,407.0
2015-10,Rodney,422.0
2015-10,Waitakere,424.0
2015-11,AucklandCity,468.0
2015-11,Franklin,412.0
2015-11,Manukau,420.0
2015-11,NorthShore,485.0
2015-11,Papakura,407.0
2015-11,Rodney,422.0
2015-11,Waitakere,424.0
2015-12,AucklandCity,468.0
2015-12,Franklin,412.0
2015-12,Manukau,420.0
2015-12,NorthShore,485.0
2015-12,Papakura,407.0
2015-12,Rodney,422.0
2015-12,Waitakere,424.0
2016-01,AucklandCity,496.67
2016-01,Franklin,439.0
2016-01,Manukau,445.5
2016-01,NorthShore,512.25
2016-01,Papakura,437.0
2016-01,Rodney,451.0
2016-01,Waitakere,450.0
2016-02,AucklandCity,496.67
2016-02,Franklin,439.0
2016-02,Manukau,445.5
2016-02,NorthShore,512.25
2016-02,Papakura,437.0
2016-02,Rodney,451.0
2016-02,Waitakere,450.0
2016-03,AucklandCity,496.67
2016-03,Franklin,439.0
2016-03,Manukau,445.5
2016-03,NorthShore,512.25
2016-03,Papakura,437.0
2016-03,Rodney,451.0
2016-03,Waitakere,450.0
2016-04,AucklandCity,496.67
2016-04,Franklin,439.0
2016-04,Manukau,445.5
2016-04,NorthShore,512.25
2016-04,Papakura,437.0
2016-04,Rodney,451.0
2016-04,Waitakere,450.0
2016-05,AucklandCity,496.67
2016-05,Franklin,439.0
2016-05,Manukau,445.5
2016-05,NorthShore,512.25
2016-05,Papakura,437.0
2016-05,Rodney,451.0
2016-05,Waitakere,450.0
2016-06,AucklandCity,496.67
2016-06,Franklin,439.0
2016-06,Manukau,445.5
2016-06,NorthShore,512.25
2016-06,Papakura,437.0
2016-06,Rodney,451.0
2016-06,Waitakere,450.0
2016-07,AucklandCity,496.67
2016-07,Franklin,439.0
2016-07,Manukau,445.5
2016-07,NorthShore,512.25
2016-07,Papakura,437.0
2016-07,Rodney,451.0
2016-07,Waitakere,450.0
2016-08,AucklandCity,496.67
2016-08,Franklin,439.0
2016-08,Manukau,445.5
2016-08,NorthShore,512.25
2016-08,Papakura,437.0
2016-08,Rodney,451.0
2016-08,Waitakere,450.0
2016-09,AucklandCity,496.67
2016-09,Franklin,439.0
2016-09,Manukau,445.5
2016-09,NorthShore,512.25
2016-09,Papakura,437.0
2016-09,Rodney,451.0
2016-09,Waitakere,450.0
2016-10,AucklandCity,496.67
2016-10,Franklin,439.0
2016-10,Manukau,445.5
2016-10,NorthShore,512.25
2016-10,Papakura,437.0
2016-10,Rodney,451.0
2016-10,Waitakere,450.0
2016-11,AucklandCity,496.67
2016-11,Franklin,439.0
2016-11,Manukau,445.5
2016-11,NorthShore,512.25
2016-11,Papakura,437.0
2016-11,Rodney,451.0
2016-11,Waitakere,450.0
2016-12,AucklandCity,496.67
2016-12,Franklin,439.0
2016-12,Manukau,445.5
2016-12,NorthShore,512.25
2016-12,Papakura,437.0
2016-12,Rodney,451.0
2016-12,Waitakere,450.0
2017-01,AucklandCity,517.33
2017-01,Franklin,463.0
2017-01,Manukau,460.75
2017-01,NorthShore,533.75
2017-01,Papakura,468.0
2017-01,Rodney,487.0
2017-01,Waitakere,470.5
2017-02,AucklandCity,517.33
2017-02,Franklin,463.0
2017-02,Manukau,460.75
2017-02,NorthShore,533.75
2017-02,Papakura,468.0
2017-02,Rodney,487.0
2017-02,Waitakere,470.5
2017-03,AucklandCity,517.33
2017-03,Franklin,463.0
2017-03,Manukau,460.75
2017-03,NorthShore,533.75
2017-03,Papakura,468.0
2017-03,Rodney,487.0
2017-03,Waitakere,470.5
2017-04,AucklandCity,517.33
2017-04,Franklin,463.0
2017-04,Manukau,460.75
2017-04,NorthShore,533.75
2017-04,Papakura,468.0
2017-04,Rodney,487.0
2017-04,Waitakere,470.5
2017-05,AucklandCity,517.33
2017-05,Franklin,463.0
2017-05,Manukau,460.75
2017-05,NorthShore,533.75
2017-05,Papakura,468.0
2017-05,Rodney,487.0
2017-05,Waitakere,470.5
2017-06,AucklandCity,517.33
2017-06,Franklin,463.0
2017-06,Manukau,460.75
2017-06,NorthShore,533.75
2017-06,Papakura,468.0
2017-06,Rodney,487.0
2017-06,Waitakere,470.5
2017-07,AucklandCity,517.33
2017-07,Franklin,463.0
2017-07,Manukau,460.75
2017-07,NorthShore,533.75
2017-07,Papakura,468.0
2017-07,Rodney,487.0
2017-07,Waitakere,470.5
2017-08,AucklandCity,517.33
2017-08,Franklin,463.0
2017-08,Manukau,460.75
2017-08,NorthShore,533.75
2017-08,Papakura,468.0
2017-08,Rodney,487.0
2017-08,Waitakere,470.5
2017-09,AucklandCity,517.33
2017-09,Franklin,463.0
2017-09,Manukau,460.75
2017-09,NorthShore,533.75
2017-09,Papakura,468.0
2017-09,Rodney,487.0
2017-09,Waitakere,470.5
2017-10,AucklandCity,517.33
2017-10,Franklin,463.0
2017-10,Manukau,460.75
2017-10,NorthShore,533.75
2017-10,Papakura,468.0
2017-10,Rodney,487.0
2017-10,Waitakere,470.5
2017-11,AucklandCity,517.33
2017-11,Franklin,463.0
2017-11,Manukau,460.75
2017-11,NorthShore,533.75
2017-11,Papakura,468.0
2017-11,Rodney,487.0
2017-11,Waitakere,470.5
2017-12,AucklandCity,517.33
2017-12,Franklin,463.0
2017-12,Manukau,460.75
2017-12,NorthShore,533.75
2017-12,Papakura,468.0
2017-12,Rodney,487.0
2017-12,Waitakere,470.5
2018-01,AucklandCity,536.5
2018-01,Franklin,485.0
2018-01,Manukau,474.5
2018-01,NorthShore,555.5
2018-01,Papakura,479.0
2018-01,Rodney,510.0
2018-01,Waitakere,493.0
2018-02,AucklandCity,536.5
2018-02,Franklin,485.0
2018-02,Manukau,474.5
2018-02,NorthShore,555.5
2018-02,Papakura,479.0
2018-02,Rodney,510.0
2018-02,Waitakere,493.0
2018-03,AucklandCity,536.5
2018-03,Franklin,485.0
2018-03,Manukau,474.5
2018-03,NorthShore,555.5
2018-03,Papakura,479.0
2018-03,Rodney,510.0
2018-03,Waitakere,493.0
2018-04,AucklandCity,536.5
2018-04,Franklin,485.0
2018-04,Manukau,474.5
2018-04,NorthShore,555.5
2018-04,Papakura,479.0
2018-04,Rodney,510.0
2018-04,Waitakere,493.0
2018-05,AucklandCity,536.5
2018-05,Franklin,485.0
2018-05,Manukau,474.5
2018-05,NorthShore,555.5
2018-05,Papakura,479.0
2018-05,Rodney,510.0
2018-05,Waitakere,493.0
2018-06,AucklandCity,536.5
2018-06,Franklin,485.0
2018-06,Manukau,474.5
2018-06,NorthShore,555.5
2018-06,Papakura,479.0
2018-06,Rodney,510.0
2018-06,Waitakere,493.0
2018-07,AucklandCity,536.5
2018-07,Franklin,485.0
2018-07,Manukau,474.5
2018-07,NorthShore,555.5
2018-07,Papakura,479.0
2018-07,Rodney,510.0
2018-07,Waitakere,493.0
2018-08,AucklandCity,536.5
2018-08,Franklin,485.0
2018-08,Manukau,474.5
2018-08,NorthShore,555.5
2018-08,Papakura,479.0
2018-08,Rodney,510.0
2018-08,Waitakere,493.0
2018-09,AucklandCity,536.5
2018-09,Franklin,485.0
2018-09,Manukau,474.5
2018-09,NorthShore,555.5
2018-09,Papakura,479.0
2018-09,Rodney,510.0
2018-09,Waitakere,493.0
2018-10,AucklandCity,536.5
2018-10,Franklin,485.0
2018-10,Manukau,474.5
2018-10,NorthShore,555.5
2018-10,Papakura,479.0
2018-10,Rodney,510.0
2018-10,Waitakere,493.0
2018-11,AucklandCity,536.5
2018-11,Franklin,485.0
2018-11,Manukau,474.5
2018-11,NorthShore,555.5
2018-11,Papakura,479.0
2018-11,Rodney,510.0
2018-11,Waitakere,493.0
2018-12,AucklandCity,536.5
2018-12,Franklin,485.0
2018-12,Manukau,474.5
2018-12,NorthShore,555.5
2018-12,Papakura,479.0
2018-12,Rodney,510.0
2018-12,Waitakere,493.0
2019-01,AucklandCity,550.0
2019-01,Franklin,500.0
2019-01,Manukau,483.75
2019-01,NorthShore,573.0
2019-01,Papakura,495.0
2019-01,Rodney,511.0
2019-01,Waitakere,507.5
2019-02,AucklandCity,550.0
2019-02,Franklin,500.0
2019-02,Manukau,483.75
2019-02,NorthShore,573.0
2019-02,Papakura,495.0
2019-02,Rodney,511.0
2019-02,Waitakere,507.5
2019-03,AucklandCity,550.0
2019-03,Franklin,500.0
2019-03,Manukau,483.75
2019-03,NorthShore,573.0
2019-03,Papakura,495.0
2019-03,Rodney,511.0
2019-03,Waitakere,507.5
2019-04,AucklandCity,550.0
2019-04,Franklin,500.0
2019-04,Manukau,483.75
2019-04,NorthShore,573.0
2019-04,Papakura,495.0
2019-04,Rodney,511.0
2019-04,Waitakere,507.5
2019-05,AucklandCity,550.0
2019-05,Franklin,500.0
2019-05,Manukau,483.75
2019-05,NorthShore,573.0
2019-05,Papakura,495.0
2019-05,Rodney,511.0
2019-05,Waitakere,507.5
2019-06,AucklandCity,550.0
2019-06,Franklin,500.0
2019-06,Manukau,483.75
2019-06,NorthShore,573.0
2019-06,Papakura,495.0
2019-06,Rodney,511.0
2019-06,Waitakere,507.5
2019-07,AucklandCity,550.0
2019-07,Franklin,500.0
2019-07,Manukau,483.75
2019-07,NorthShore,573.0
2019-07,Papakura,495.0
2019-07,Rodney,511.0
2019-07,Waitakere,507.5
2019-08,AucklandCity,550.0
2019-08,Franklin,500.0
2019-08,Manukau,483.75
2019-08,NorthShore,573.0
2019-08,Papakura,495.0
2019-08,Rodney,511.0
2019-08,Waitakere,507.5
2019-09,AucklandCity,550.0
2019-09,Franklin,500.0
2019-09,Manukau,483.75
2019-09,NorthShore,573.0
2019-09,Papakura,495.0
2019-09,Rodney,511.0
2019-09,Waitakere,507.5
2019-10,AucklandCity,550.0
2019-10,Franklin,500.0
2019-10,Manukau,483.75
2019-10,NorthShore,573.0
2019-10,Papakura,495.0
2019-10,Rodney,511.0
2019-10,Waitakere,507.5
2019-11,AucklandCity,550.0
2019-11,Franklin,500.0
2019-11,Manukau,483.75
2019-11,NorthShore,573.0
2019-11,Papakura,495.0
2019-11,Rodney,511.0
2019-11,Waitakere,507.5
2019-12,AucklandCity,550.0
2019-12,Franklin,500.0
2019-12,Manukau,483.75
2019-12,NorthShore,573.0
2019-12,Papakura,495.0
2019-12,Rodney,511.0
2019-12,Waitakere,507.5
2020-01,AucklandCity,567.5
2020-01,Franklin,511.0
2020-01,Manukau,505.5
2020-01,NorthShore,585.5
2020-01,Papakura,518.0
2020-01,Rodney,542.0
2020-01,Waitakere,517.5
2020-02,AucklandCity,567.5
2020-02,Franklin,511.0
2020-02,Manukau,505.5
2020-02,NorthShore,585.5
2020-02,Papakura,518.0
2020-02,Rodney,542.0
2020-02,Waitakere,517.5
2020-03,AucklandCity,567.5
2020-03,Franklin,511.0
2020-03,Manukau,505.5
2020-03,NorthShore,585.5
2020-03,Papakura,518.0
2020-03,Rodney,542.0
2020-03,Waitakere,517.5
2020-04,AucklandCity,567.5
2020-04,Franklin,511.0
2020-04,Manukau,505.5
2020-04,NorthShore,585.5
2020-04,Papakura,518.0
2020-04,Rodney,542.0
2020-04,Waitakere,517.5
2020-05,AucklandCity,567.5
2020-05,Franklin,511.0
2020-05,Manukau,505.5
2020-05,NorthShore,585.5
2020-05,Papakura,518.0
2020-05,Rodney,542.0
2020-05,Waitakere,517.5
2020-06,AucklandCity,567.5
2020-06,Franklin,511.0
2020-06,Manukau,505.5
2020-06,NorthShore,585.5
2020-06,Papakura,518.0
2020-06,Rodney,542.0
2020-06,Waitakere,517.5
2020-07,AucklandCity,567.5
2020-07,Franklin,511.0
2020-07,Manukau,505.5
2020-07,NorthShore,585.5
2020-07,Papakura,518.0
2020-07,Rodney,542.0
2020-07,Waitakere,517.5
2020-08,AucklandCity,567.5
2020-08,Franklin,511.0
2020-08,Manukau,505.5
2020-08,NorthShore,585.5
2020-08,Papakura,518.0
2020-08,Rodney,542.0
2020-08,Waitakere,517.5
2020-09,AucklandCity,567.5
2020-09,Franklin,511.0
2020-09,Manukau,505.5
2020-09,NorthShore,585.5
2020-09,Papakura,518.0
2020-09,Rodney,542.0
2020-09,Waitakere,517.5
2020-10,AucklandCity,567.5
2020-10,Franklin,511.0
2020-10,Manukau,505.5
2020-10,NorthShore,585.5
2020-10,Papakura,518.0
2020-10,Rodney,542.0
2020-10,Waitakere,517.5
2020-11,AucklandCity,567.5
2020-11,Franklin,511.0
2020-11,Manukau,505.5
2020-11,NorthShore,585.5
2020-11,Papakura,518.0
2020-11,Rodney,542.0
2020-11,Waitakere,517.5
2020-12,AucklandCity,567.5
2020-12,Franklin,511.0
2020-12,Manukau,505.5
2020-12,NorthShore,585.5
2020-12,Papakura,518.0
2020-12,Rodney,542.0
2020-12,Waitakere,517.5
2021-01,AucklandCity,587.33
2021-01,Franklin,554.0
2021-01,Manukau,525.75
2021-01,NorthShore,605.0
2021-01,Papakura,559.0
2021-01,Rodney,570.0
2021-01,Waitakere,546.0
2021-02,AucklandCity,587.33
2021-02,Franklin,554.0
2021-02,Manukau,525.75
2021-02,NorthShore,605.0
2021-02,Papakura,559.0
2021-02,Rodney,570.0
2021-02,Waitakere,546.0
2021-03,AucklandCity,587.33
2021-03,Franklin,554.0
2021-03,Manukau,525.75
2021-03,NorthShore,605.0
2021-03,Papakura,559.0
2021-03,Rodney,570.0
2021-03,Waitakere,546.0
2021-04,AucklandCity,587.33
2021-04,Franklin,554.0
2021-04,Manukau,525.75
2021-04,NorthShore,605.0
2021-04,Papakura,559.0
2021-04,Rodney,570.0
2021-04,Waitakere,546.0
2021-05,AucklandCity,587.33
2021-05,Franklin,554.0
2021-05,Manukau,525.75
2021-05,NorthShore,605.0
2021-05,Papakura,559.0
2021-05,Rodney,570.0
2021-05,Waitakere,546.0
2021-06,AucklandCity,587.33
2021-06,Franklin,554.0
2021-06,Manukau,525.75
2021-06,NorthShore,605.0
2021-06,Papakura,559.0
2021-06,Rodney,570.0
2021-06,Waitakere,546.0
2021-07,AucklandCity,587.33
2021-07,Franklin,554.0
2021-07,Manukau,525.75
2021-07,NorthShore,605.0
2021-07,Papakura,559.0
2021-07,Rodney,570.0
2021-07,Waitakere,546.0
2021-08,AucklandCity,587.33
2021-08,Franklin,554.0
2021-08,Manukau,525.75
2021-08,NorthShore,605.0
2021-08,Papakura,559.0
2021-08,Rodney,570.0
2021-08,Waitakere,546.0
2021-09,AucklandCity,587.33
2021-09,Franklin,554.0
2021-09,Manukau,525.75
2021-09,NorthShore,605.0
2021-09,Papakura,559.0
2021-09,Rodney,570.0
2021-09,Waitakere,546.0
2021-10,AucklandCity,587.33
2021-10,Franklin,554.0
2021-10,Manukau,525.75
2021-10,NorthShore,605.0
2021-10,Papakura,559.0
2021-10,Rodney,570.0
2021-10,Waitakere,546.0
2021-11,AucklandCity,587.33
2021-11,Franklin,554.0
2021-11,Manukau,525.75
2021-11,NorthShore,605.0
2021-11,Papakura,559.0
2021-11,Rodney,570.0
2021-11,Waitakere,546.0
2021-12,AucklandCity,587.33
2021-12,Franklin,554.0
2021-12,Manukau,525.75
2021-12,NorthShore,605.0
2021-12,Papakura,559.0
2021-12,Rodney,570.0
2021-12,Waitakere,546.0
2022-01,AucklandCity,606.67
2022-01,Franklin,601.0
2022-01,Manukau,559.25
2022-01,NorthShore,635.0
2022-01,Papakura,594.0
2022-01,Rodney,598.0
2022-01,Waitakere,581.0
2022-02,AucklandCity,606.67
2022-02,Franklin,601.0
2022-02,Manukau,559.25
2022-02,NorthShore,635.0
2022-02,Papakura,594.0
2022-02,Rodney,598.0
2022-02,Waitakere,581.0
2022-03,AucklandCity,606.67
2022-03,Franklin,601.0
2022-03,Manukau,559.25
2022-03,NorthShore,635.0
2022-03,Papakura,594.0
2022-03,Rodney,598.0
2022-03,Waitakere,581.0
2022-04,AucklandCity,606.67
2022-04,Franklin,601.0
2022-04,Manukau,559.25
2022-04,NorthShore,635.0
2022-04,Papakura,594.0
2022-04,Rodney,598.0
2022-04,Waitakere,581.0
2022-05,AucklandCity,606.67
2022-05,Franklin,601.0
2022-05,Manukau,559.25
2022-05,NorthShore,635.0
2022-05,Papakura,594.0
2022-05,Rodney,598.0
2022-05,Waitakere,581.0
2022-06,AucklandCity,606.67
2022-06,Franklin,601.0
2022-06,Manukau,559.25
2022-06,NorthShore,635.0
2022-06,Papakura,594.0
2022-06,Rodney,598.0
2022-06,Waitakere,581.0
2022-07,AucklandCity,606.67
2022-07,Franklin,601.0
2022-07,Manukau,559.25
2022-07,NorthShore,635.0
2022-07,Papakura,594.0
2022-07,Rodney,598.0
2022-07,Waitakere,581.0
2022-08,AucklandCity,606.67
2022-08,Franklin,601.0
2022-08,Manukau,559.25
2022-08,NorthShore,635.0
2022-08,Papakura,594.0
2022-08,Rodney,598.0
2022-08,Waitakere,581.0
2022-09,AucklandCity,606.67
2022-09,Franklin,601.0
2022-09,Manukau,559.25
2022-09,NorthShore,635.0
2022-09,Papakura,594.0
2022-09,Rodney,598.0
2022-09,Waitakere,581.0
2022-10,AucklandCity,606.67
2022-10,Franklin,601.0
2022-10,Manukau,559.25
2022-10,NorthShore,635.0
2022-10,Papakura,594.0
2022-10,Rodney,598.0
