Month,District,CPI
2017-12,Waitakere,1009.33
2018-01,AucklandCity,1011.0
2018-01,Franklin,1011.0
2018-01,Manukau,1011.0
2018-01,NorthShore,1011.0
2018-01,Papakura,1011.0
2018-01,Rodney,1011.0
2018-01,Waitakere,1011.0
2018-02,AucklandCity,1012.33
2018-02,Franklin,1012.33
2018-02,Manukau,1012.33
2018-02,NorthShore,1012.33
2018-02,Papakura,1012.33
2018-02,Rodney,1012.33
2018-02,Waitakere,1012.33
2018-03,AucklandCity,1013.67
2018-03,Franklin,1013.67
2018-03,Manukau,1013.67
2018-03,NorthShore,1013.67
2018-03,Papakura,1013.67
2018-03,Rodney,1013.67
2018-03,Waitakere,1013.67
2018-04,AucklandCity,1015.0
2018-04,Franklin,1015.0
2018-04,Manukau,1015.0
2018-04,NorthShore,1015.0
2018-04,Papakura,1015.0
2018-04,Rodney,1015.0
2018-04,Waitakere,1015.0
2018-05,AucklandCity,1018.0
2018-05,Franklin,1018.0
2018-05,Manukau,1018.0
2018-05,NorthShore,1018.0
2018-05,Papakura,1018.0
2018-05,Rodney,1018.0
2018-05,Waitakere,1018.0
2018-06,AucklandCity,1021.0
2018-06,Franklin,1021.0
2018-06,Manukau,1021.0
2018-06,NorthShore,1021.0
2018-06,Papakura,1021.0
2018-06,Rodney,1021.0
2018-06,Waitakere,1021.0
2018-07,AucklandCity,1024.0
2018-07,Franklin,1024.0
2018-07,Manukau,1024.0
2018-07,NorthShore,1024.0
2018-07,Papakura,1024.0
2018-07,Rodney,1024.0
2018-07,Waitakere,1024.0
2018-08,AucklandCity,1024.33
2018-08,Franklin,1024.33
2018-08,Manukau,1024.33
2018-08,NorthShore,1024.33
2018-08,Papakura,1024.33
2018-08,Rodney,1024.33
2018-08,Waitakere,1024.33
2018-09,AucklandCity,1024.67
2018-09,Franklin,1024.67
2018-09,Manukau,1024.67
2018-09,NorthShore,1024.67
2018-09,Papakura,1024.67
2018-09,Rodney,1024.67
2018-09,Waitakere,1024.67
2018-10,AucklandCity,1025.0
2018-10,Franklin,1025.0
2018-10,Manukau,1025.0
2018-10,NorthShore,1025.0
2018-10,Papakura,1025.0
2018-10,Rodney,1025.0
2018-10,Waitakere,1025.0
2018-11,AucklandCity,1025.33
2018-11,Franklin,1025.33
2018-11,Manukau,1025.33
2018-11,NorthShore,1025.33
2018-11,Papakura,1025.33
2018-11,Rodney,1025.33
2018-11,Waitakere,1025.33
2018-12,AucklandCity,1025.67
2018-12,Franklin,1025.67
2018-12,Manukau,1025.67
2018-12,NorthShore,1025.67
2018-12,Papakura,1025.67
2018-12,Rodney,1025.67
2018-12,Waitakere,1025.67
2019-01,AucklandCity,1026.0
2019-01,Franklin,1026.0
2019-01,Manukau,1026.0
2019-01,NorthShore,1026.0
2019-01,Papakura,1026.0
2019-01,Rodney,1026.0
2019-01,Waitakere,1026.0
2019-02,AucklandCity,1028.0
2019-02,Franklin,1028.0
2019-02,Manukau,1028.0
2019-02,NorthShore,1028.0
2019-02,Papakura,1028.0
2019-02,Rodney,1028.0
2019-02,Waitakere,1028.0
2019-03,AucklandCity,1030.0
2019-03,Franklin,1030.0
2019-03,Manukau,1030.0
2019-03,NorthShore,1030.0
2019-03,Papakura,1030.0
2019-03,Rodney,1030.0
2019-03,Waitakere,1030.0
2019-04,AucklandCity,1032.0
2019-04,Franklin,1032.0
2019-04,Manukau,1032.0
2019-04,NorthShore,1032.0
2019-04,Papakura,1032.0
2019-04,Rodney,1032.0
2019-04,Waitakere,1032.0
2019-05,AucklandCity,1034.33
2019-05,Franklin,1034.33
2019-05,Manukau,1034.33
2019-05,NorthShore,1034.33
2019-05,Papakura,1034.33
2019-05,Rodney,1034.33
2019-05,Waitakere,1034.33
2019-06,AucklandCity,1036.67
2019-06,Franklin,1036.67
2019-06,Manukau,1036.67
2019-06,NorthShore,1036.67
2019-06,Papakura,1036.67
2019-06,Rodney,1036.67
2019-06,Waitakere,1036.67
2019-07,AucklandCity,1039.0
2019-07,Franklin,1039.0
2019-07,Manukau,1039.0
2019-07,NorthShore,1039.0
2019-07,Papakura,1039.0
2019-07,Rodney,1039.0
2019-07,Waitakere,1039.0
2019-08,AucklandCity,1040.67
2019-08,Franklin,1040.67
2019-08,Manukau,1040.67
2019-08,NorthShore,1040.67
2019-08,Papakura,1040.67
2019-08,Rodney,1040.67
2019-08,Waitakere,1040.67
2019-09,AucklandCity,1042.33
2019-09,Franklin,1042.33
2019-09,Manukau,1042.33
2019-09,NorthShore,1042.33
2019-09,Papakura,1042.33
2019-09,Rodney,1042.33
2019-09,Waitakere,1042.33
2019-10,AucklandCity,1044.0
2019-10,Franklin,1044.0
2019-10,Manukau,1044.0
2019-10,NorthShore,1044.0
2019-10,Papakura,1044.0
2019-10,Rodney,1044.0
2019-10,Waitakere,1044.0
2019-11,AucklandCity,1046.67
2019-11,Franklin,1046.67
2019-11,Manukau,1046.67
2019-11,NorthShore,1046.67
2019-11,Papakura,1046.67
2019-11,Rodney,1046.67
2019-11,Waitakere,1046.67
2019-12,AucklandCity,1049.33
2019-12,Franklin,1049.33
2019-12,Manukau,1049.33
2019-12,NorthShore,1049.33
2019-12,Papakura,1049.33
2019-12,Rodney,1049.33
2019-12,Waitakere,1049.33
2020-01,AucklandCity,1052.0
2020-01,Franklin,1052.0
2020-01,Manukau,1052.0
2020-01,NorthShore,1052.0
2020-01,Papakura,1052.0
2020-01,Rodney,1052.0
2020-01,Waitakere,1052.0
2020-02,AucklandCity,1050.33
2020-02,Franklin,1050.33
2020-02,Manukau,1050.33
2020-02,NorthShore,1050.33
2020-02,Papakura,1050.33
2020-02,Rodney,1050.33
2020-02,Waitakere,1050.33
2020-03,AucklandCity,1048.67
2020-03,Franklin,1048.67
2020-03,Manukau,1048.67
2020-03,NorthShore,1048.67
2020-03,Papakura,1048.67
2020-03,Rodney,1048.67
2020-03,Waitakere,1048.67
2020-04,AucklandCity,1047.0
2020-04,Franklin,1047.0
2020-04,Manukau,1047.0
2020-04,NorthShore,1047.0
2020-04,Papakura,1047.0
2020-04,Rodney,1047.0
2020-04,Waitakere,1047.0
2020-05,AucklandCity,1049.33
2020-05,Franklin,1049.33
2020-05,Manukau,1049.33
2020-05,NorthShore,1049.33
2020-05,Papakura,1049.33
2020-05,Rodney,1049.33
2020-05,Waitakere,1049.33
2020-06,AucklandCity,1051.67
2020-06,Franklin,1051.67
2020-06,Manukau,1051.67
2020-06,NorthShore,1051.67
2020-06,Papakura,1051.67
2020-06,Rodney,1051.67
2020-06,Waitakere,1051.67
2020-07,AucklandCity,1054.0
2020-07,Franklin,1054.0
2020-07,Manukau,1054.0
2020-07,NorthShore,1054.0
2020-07,Papakura,1054.0
2020-07,Rodney,1054.0
2020-07,Waitakere,1054.0
2020-08,AucklandCity,1055.67
2020-08,Franklin,1055.67
2020-08,Manukau,1055.67
2020-08,NorthShore,1055.67
2020-08,Papakura,1055.67
2020-08,Rodney,1055.67
2020-08,Waitakere,1055.67
2020-09,AucklandCity,1057.33
2020-09,Franklin,1057.33
2020-09,Manukau,1057.33
2020-09,NorthShore,1057.33
2020-09,Papakura,1057.33
2020-09,Rodney,1057.33
2020-09,Waitakere,1057.33
2020-10,AucklandCity,1059.0
2020-10,Franklin,1059.0
2020-10,Manukau,1059.0
2020-10,NorthShore,1059.0
2020-10,Papakura,1059.0
2020-10,Rodney,1059.0
2020-10,Waitakere,1059.0
2020-11,AucklandCity,1062.0
2020-11,Franklin,1062.0
2020-11,Manukau,1062.0
2020-11,NorthShore,1062.0
2020-11,Papakura,1062.0
2020-11,Rodney,1062.0
2020-11,Waitakere,1062.0
2020-12,AucklandCity,1065.0
2020-12,Franklin,1065.0
2020-12,Manukau,1065.0
2020-12,NorthShore,1065.0
2020-12,Papakura,1065.0
2020-12,Rodney,1065.0
2020-12,Waitakere,1065.0
2021-01,AucklandCity,1068.0
2021-01,Franklin,1068.0
2021-01,Manukau,1068.0
2021-01,NorthShore,1068.0
2021-01,Papakura,1068.0
2021-01,Rodney,1068.0
2021-01,Waitakere,1068.0
2021-02,AucklandCity,1072.67
2021-02,Franklin,1072.67
2021-02,Manukau,1072.67
2021-02,NorthShore,1072.67
2021-02,Papakura,1072.67
2021-02,Rodney,1072.67
2021-02,Waitakere,1072.67
2021-03,AucklandCity,1077.33
2021-03,Franklin,1077.33
2021-03,Manukau,1077.33
2021-03,NorthShore,1077.33
2021-03,Papakura,1077.33
2021-03,Rodney,1077.33
2021-03,Waitakere,1077.33
2021-04,AucklandCity,1082.0
2021-04,Franklin,1082.0
2021-04,Manukau,1082.0
2021-04,NorthShore,1082.0
2021-04,Papakura,1082.0
2021-04,Rodney,1082.0
2021-04,Waitakere,1082.0
2021-05,AucklandCity,1090.0
2021-05,Franklin,1090.0
2021-05,Manukau,1090.0
2021-05,NorthShore,1090.0
2021-05,Papakura,1090.0
2021-05,Rodney,1090.0
2021-05,Waitakere,1090.0
2021-06,AucklandCity,1098.0
2021-06,Franklin,1098.0
2021-06,Manukau,1098.0
2021-06,NorthShore,1098.0
2021-06,Papakura,1098.0
2021-06,Rodney,1098.0
2021-06,Waitakere,1098.0
2021-07,AucklandCity,1106.0
2021-07,Franklin,1106.0
2021-07,Manukau,1106.0
2021-07,NorthShore,1106.0
2021-07,Papakura,1106.0
2021-07,Rodney,1106.0
2021-07,Waitakere,1106.0
2021-08,AucklandCity,1111.33
2021-08,Franklin,1111.33
2021-08,Manukau,1111.33
2021-08,NorthShore,1111.33
2021-08,Papakura,1111.33
2021-08,Rodney,1111.33
2021-08,Waitakere,1111.33
2021-09,AucklandCity,1116.67
2021-09,Franklin,1116.67
2021-09,Manukau,1116.67
2021-09,NorthShore,1116.67
2021-09,Papakura,1116.67
2021-09,Rodney,1116.67
2021-09,Waitakere,1116.67
2021-10,AucklandCity,1122.0
2021-10,Franklin,1122.0
2021-10,Manukau,1122.0
2021-10,NorthShore,1122.0
2021-10,Papakura,1122.0
2021-10,Rodney,1122.0
2021-10,Waitakere,1122.0
2021-11,AucklandCity,1128.67
2021-11,Franklin,1128.67
2021-11,Manukau,1128.67
2021-11,NorthShore,1128.67
2021-11,Papakura,1128.67
2021-11,Rodney,1128.67
2021-11,Waitakere,1128.67
2021-12,AucklandCity,1135.33
2021-12,Franklin,1135.33
2021-12,Manukau,1135.33
2021-12,NorthShore,1135.33
2021-12,Papakura,1135.33
2021-12,Rodney,1135.33
2021-12,Waitakere,1135.33
2022-01,AucklandCity,1142.0
2022-01,Franklin,1142.0
2022-01,Manukau,1142.0
2022-01,NorthShore,1142.0
2022-01,Papakura,1142.0
2022-01,Rodney,1142.0
2022-01,Waitakere,1142.0
2022-02,AucklandCity,1148.33
2022-02,Franklin,1148.33
2022-02,Manukau,1148.33
2022-02,NorthShore,1148.33
2022-02,Papakura,1148.33
2022-02,Rodney,1148.33
2022-02,Waitakere,1148.33
2022-03,AucklandCity,1154.67
2022-03,Franklin,1154.67
2022-03,Manukau,1154.67
2022-03,NorthShore,1154.67
2022-03,Papakura,1154.67
2022-03,Rodney,1154.67
2022-03,Waitakere,1154.67
2022-04,AucklandCity,1161.0
2022-04,Franklin,1161.0
2022-04,Manukau,1161.0
2022-04,NorthShore,1161.0
2022-04,Papakura,1161.0
2022-04,Rodney,1161.0
2022-04,Waitakere,1161.0
2022-05,AucklandCity,1169.33
2022-05,Franklin,1169.33
2022-05,Manukau,1169.33
2022-05,NorthShore,1169.33
2022-05,Papakura,1169.33
2022-05,Rodney,1169.33
2022-05,Waitakere,1169.33
2022-06,AucklandCity,1177.67
2022-06,Franklin,1177.67
2022-06,Manukau,1177.67
2022-06,NorthShore,1177.67
2022-06,Papakura,1177.67
2022-06,Rodney,1177.67
2022-06,Waitakere,1177.67
2022-07,AucklandCity,1186.0
2022-07,Franklin,1186.0
2022-07,Manukau,1186.0
2022-07,NorthShore,1186.0
2022-07,Papakura,1186.0
2022-07,Rodney,1186.0
2022-07,Waitakere,1186.0
2022-08,AucklandCity,1191.67
2022-08,Franklin,1191.67
2022-08,Manukau,1191.67
2022-08,NorthShore,1191.67
2022-08,Papakura,1191.67
2022-08,Rodney,1191.67
2022-08,Waitakere,1191.67
2022-09,AucklandCity,1197.33
2022-09,Franklin,1197.33
2022-09,Manukau,1197.33
2022-09,NorthShore,1197.33
2022-09,Papakura,1197.33
2022-09,Rodney,1197.33
2022-09,Waitakere,1197.33
2022-10,AucklandCity,1203.0
2022-10,Franklin,1203.0
2022-10,Manukau,1203.0
2022-10,NorthShore,1203.0
2022-10,Papakura,1203.0
2022-10,Rodney,1203.0
2022-10,Waitakere,1203.0
2022-11,AucklandCity,1208.0
2022-11,Franklin,1208.0
2022-11,Manukau,1208.0
2022-11,NorthShore,1208.0
2022-11,Papakura,1208.0
2022-11,Rodney,1208.0
2022-11,Waitakere,1208.0
2022-12,AucklandCity,1213.0
2022-12,Franklin,1213.0
2022-12,Manukau,1213.0
2022-12,NorthShore,1213.0
2022-12,Papakura,1213.0
2022-12,Rodney,1213.0
2022-12,Waitakere,1213.0
2023-01,AucklandCity,1218.0
2023-01,Franklin,1218.0
2023-01,Manukau,1218.0
2023-01,NorthShore,1218.0
2023-01,Papakura,1218.0
2023-01,Rodney,1218.0
2023-01,Waitakere,1218.0
2023-02,AucklandCity,1222.33
2023-02,Franklin,1222.33
2023-02,Manukau,1222.33
2023-02,NorthShore,1222.33
2023-02,Papakura,1222.33
2023-02,Rodney,1222.33
2023-02,Waitakere,1222.33
2023-03,AucklandCity,1226.67
2023-03,Franklin,1226.67
2023-03,Manukau,1226.67
2023-03,NorthShore,1226.67
2023-03,Papakura,1226.67
2023-03,Rodney,1226.67
2023-03,Waitakere,1226.67
2023-04,AucklandCity,1231.0
2023-04,Franklin,1231.0
2023-04,Manukau,1231.0
2023-04,NorthShore,1231.0
2023-04,Papakura,1231.0
2023-04,Rodney,1231.0
2023-04,Waitakere,1231.0
2023-05,AucklandCity,1238.33
2023-05,Franklin,1238.33
2023-05,Manukau,1238.33
2023-05,NorthShore,1238.33
2023-05,Papakura,1238.33
2023-05,Rodney,1238.33
2023-05,Waitakere,1238.33
2023-06,AucklandCity,1245.67
2023-06,Franklin,1245.67
2023-06,Manukau,1245.67
2023-06,NorthShore,1245.67
2023-06,Papakura,1245.67
2023-06,Rodney,1245.67
2023-06,Waitakere,1245.67
2023-07,AucklandCity,1253.0
2023-07,Franklin,1253.0
2023-07,Manukau,1253.0
2023-07,NorthShore,1253.0
2023-07,Papakura,1253.0
2023-07,Rodney,1253.0
2023-07,Waitakere,1253.0
2023-08,AucklandCity,1255.0
2023-08,Franklin,1255.0
2023-08,Manukau,1255.0
2023-08,NorthShore,1255.0
2023-08,Papakura,1255.0
2023-08,Rodney,1255.0
2023-08,Waitakere,1255.0
2023-09,AucklandCity,1257.0
2023-09,Franklin,1257.0
2023-09,Manukau,1257.0
2023-09,NorthShore,1257.0
2023-09,Papakura,1257.0
2023-09,Rodney,1257.0
2023-09,Waitakere,1257.0
2023-10,AucklandCity,1259.0
2023-10,Franklin,1259.0
2023-10,Manukau,1259.0
2023-10,NorthShore,1259.0
2023-10,Papakura,1259.0
2023-10,Rodney,1259.0
2023-10,Waitakere,1259.0
2023-11,AucklandCity,1261.67
2023-11,Franklin,1261.67
2023-11,Manukau,1261.67
2023-11,NorthShore,1261.67
2023-11,Papakura,1261.67
2023-11,Rodney,1261.67
2023-11,Waitakere,1261.67
2023-12,AucklandCity,1264.33
2023-12,Franklin,1264.33
2023-12,Manukau,1264.33
2023-12,NorthShore,1264.33
2023-12,Papakura,1264.33
2023-12,Rodney,1264.33
2023-12,Waitakere,1264.33
2024-01,AucklandCity,1267.0
2024-01,Franklin,1267.0
2024-01,Manukau,1267.0
2024-01,NorthShore,1267.0
2024-01,Papakura,1267.0
2024-01,Rodney,1267.0
2024-01,Waitakere,1267.0
2024-02,AucklandCity,1268.67
2024-02,Franklin,1268.67
2024-02,Manukau,1268.67
2024-02,NorthShore,1268.67
2024-02,Papakura,1268.67
2024-02,Rodney,1268.67
2024-02,Waitakere,1268.67
2024-03,AucklandCity,1270.33
2024-03,Franklin,1270.33
2024-03,Manukau,1270.33
2024-03,NorthShore,1270.33
2024-03,Papakura,1270.33
2024-03,Rodney,1270.33
2024-03,Waitakere,1270.33
2024-04,AucklandCity,1272.0
2024-04,Franklin,1272.0
2024-04,Manukau,1272.0
2024-04,NorthShore,1272.0
2024-04,Papakura,1272.0
2024-04,Rodney,1272.0
2024-04,Waitakere,1272.0
2024-05,AucklandCity,1274.67
2024-05,Franklin,1274.67
2024-05,Manukau,1274.67
2024-05,NorthShore,1274.67
2024-05,Papakura,1274.67
2024-05,Rodney,1274.67
2024-05,Waitakere,1274.67
2024-06,AucklandCity,1277.33
2024-06,Franklin,1277.33
2024-06,Manukau,1277.33
2024-06,NorthShore,1277.33
2024-06,Papakura,1277.33
2024-06,Rodney,1277.33
2024-06,Waitakere,1277.33
2024-07,AucklandCity,1280.0
2024-07,Franklin,1280.0
2024-07,Manukau,1280.0
2024-07,NorthShore,1280.0
2024-07,Papakura,1280.0
2024-07,Rodney,1280.0
2024-07,Waitakere,1280.0
2024-08,AucklandCity,1282.33
2024-08,Franklin,1282.33
2024-08,Manukau,1282.33
2024-08,NorthShore,1282.33
2024-08,Papakura,1282.33
2024-08,Rodney,1282.33
2024-08,Waitakere,1282.33
2024-09,AucklandCity,1284.67
2024-09,Franklin,1284.67
2024-09,Manukau,1284.67
2024-09,NorthShore,1284.67
2024-09,Papakura,1284.67
2024-09,Rodney,1284.67
2024-09,Waitakere,1284.67
2024-10,AucklandCity,1287.0
2024-10,Franklin,1287.0
2024-10,Manukau,1287.0
2024-10,NorthShore,1287.0
2024-10,Papakura,1287.0
2024-10,Rodney,1287.0
2024-10,Waitakere,1287.0
2024-11,AucklandCity,1291.0
2024-11,Franklin,1291.0
2024-11,Manukau,1291.0
2024-11,NorthShore,1291.0
2024-11,Papakura,1291.0
2024-11,Rodney,1291.0
2024-11,Waitakere,1291.0
2024-12,AucklandCity,1295.0
2024-12,Franklin,1295.0
2024-12,Manukau,1295.0
2024-12,NorthShore,1295.0
2024-12,Papakura,1295.0
2024-12,Rodney,1295.0
2024-12,Waitakere,1295.0
2025-01,AucklandCity,1299.0
2025-01,Franklin,1299.0
2025-01,Manukau,1299.0
2025-01,NorthShore,1299.0
2025-01,Papakura,1299.0
2025-01,Rodney,1299.0
2025-01,Waitakere,1299.0
2025-02,AucklandCity,1301.33
2025-02,Franklin,1301.33
2025-02,Manukau,1301.33
2025-02,NorthShore,1301.33
2025-02,Papakura,1301.33
2025-02,Rodney,1301.33
2025-02,Waitakere,1301.33
2025-03,AucklandCity,1303.67
2025-03,Franklin,1303.67
2025-03,Manukau,1303.67
2025-03,NorthShore,1303.67
2025-03,Papakura,1303.67
2025-03,Rodney,1303.67
2025-03,Waitakere,1303.67
2025-04,AucklandCity,1306.0
2025-04,Franklin,1306.0
2025-04,Manukau,1306.0
2025-04,NorthShore,1306.0
2025-04,Papakura,1306.0
2025-04,Rodney,1306.0
2025-04,Waitakere,1306.0
2025-05,AucklandCity,1310.33
2025-05,Franklin,1310.33
2025-05,Manukau,1310.33
2025-05,NorthShore,1310.33
2025-05,Papakura,1310.33
2025-05,Rodney,1310.33
2025-05,Waitakere,1310.33
2025-06,AucklandCity,1314.67
2025-06,Franklin,1314.67
2025-06,Manukau,1314.67
2025-06,NorthShore,1314.67
2025-06,Papakura,1314.67
2025-06,Rodney,1314.67
2025-06,Waitakere,1314.67
2025-07,AucklandCity,1319.0
2025-07,Franklin,1319.0
2025-07,Manukau,1319.0
2025-07,NorthShore,1319.0
2025-07,Papakura,1319.0
2025-07,Rodney,1319.0
2025-07,Waitakere,1319.0
