Month,District,OCR,CGPI_Dwelling,Net_migration_monthly,weeklyrent,unemployment_rate,RealMortgageRate,log_Median_Price,log_sales_count,log_Consents
2019-02,NorthShore,1.75,754.07,238.33,573.0,4.2,3.3721,13.804437477063088,5.288267030694535,5.60947179518496
2019-02,Papakura,1.75,754.07,133.33,495.0,4.2,3.3721,13.38472764187182,4.110873864173311,4.890349128221754
2019-02,Rodney,1.75,754.07,141.67,511.0,4.2,3.3721,13.693342923990066,4.890349128221754,4.07753744390572
2019-02,Waitakere,1.75,754.07,46.67,507.5,4.2,3.3721,13.561907799165356,5.3230099791384085,4.276666119016055
2019-03,AucklandCity,1.75,756.03,218.33,550.0,4.2,3.199,13.764217263576723,6.519147287940395,5.5053315359323625
2019-03,Franklin,1.75,756.03,100.0,500.0,4.2,3.199,13.450227239488942,4.406719247264253,4.276666119016055
2019-03,Manukau,1.75,756.03,245.0,483.75,4.2,3.199,13.637579349471613,5.998936561946683,5.0238805208462765
2019-03,NorthShore,1.75,756.03,238.33,573.0,4.2,3.199,13.835313185260453,5.762051382780177,5.963579343618446
2019-03,Papakura,1.75,756.03,133.33,495.0,4.2,3.199,13.437903777984506,4.465908118654584,4.8283137373023015
2019-03,Rodney,1.75,756.03,141.67,511.0,4.2,3.199,13.652991628466498,5.170483995038151,4.127134385045092
2019-03,Waitakere,1.75,756.03,46.67,507.5,4.2,3.199,13.556739829006913,5.82600010738045,4.060443010546419
2019-04,AucklandCity,1.75,758.0,218.33,550.0,4.2,3.1051,13.744014556259204,6.363028103540465,5.802118375377063
2019-04,Franklin,1.75,758.0,100.0,500.0,4.2,3.1051,13.437174117244362,4.174387269895637,4.0943445622221
2019-04,Manukau,1.75,758.0,245.0,483.75,4.2,3.1051,13.636383892066839,5.755742213586912,5.181783550292085
2019-04,NorthShore,1.75,758.0,238.33,573.0,4.2,3.1051,13.769466619462868,5.60947179518496,5.170483995038151
2019-04,Papakura,1.75,758.0,133.33,495.0,4.2,3.1051,13.437174117244362,4.5217885770490405,5.003946305945459
2019-04,Rodney,1.75,758.0,141.67,511.0,4.2,3.1051,13.614617615584883,4.976733742420574,4.330733340286331
2019-04,Waitakere,1.75,758.0,46.67,507.5,4.2,3.1051,13.53579665516167,5.537334267018537,4.276666119016055
2019-05,AucklandCity,1.5,760.48,218.33,550.0,4.2,3.1259,13.790192749979985,6.440946540632921,6.0063531596017325
2019-05,Franklin,1.5,760.48,100.0,500.0,4.2,3.1259,13.415032991367148,4.477336814478207,4.189654742026425
2019-05,Manukau,1.5,760.48,245.0,483.75,4.2,3.1259,13.560618308335483,5.905361848054571,5.560681631015528
2019-05,NorthShore,1.5,760.48,238.33,573.0,4.2,3.1259,13.787625354474738,5.7899601708972535,5.66988092298052
2019-05,Papakura,1.5,760.48,133.33,495.0,4.2,3.1259,13.42984807715229,4.605170185988092,5.187385805840755
2019-05,Rodney,1.5,760.48,141.67,511.0,4.2,3.1259,13.709038313453757,5.123963979403259,4.0943445622221
2019-05,Waitakere,1.5,760.48,46.67,507.5,4.2,3.1259,13.573438996764546,5.780743515792329,5.953243334287785
2019-06,AucklandCity,1.5,762.95,218.33,550.0,4.2,3.1552,13.795307850646754,6.349138991379798,5.991464547107982
2019-06,Franklin,1.5,762.95,100.0,500.0,4.2,3.1552,13.453104939316557,4.394449154672439,4.02535169073515
2019-06,Manukau,1.5,762.95,245.0,483.75,4.2,3.1552,13.619495674038317,5.983936280687191,5.209486152841421
2019-06,NorthShore,1.5,762.95,238.33,573.0,4.2,3.1552,13.803437976730004,5.616771097666572,5.575949103146316
2019-06,Papakura,1.5,762.95,133.33,495.0,4.2,3.1552,13.473020249017498,4.634728988229636,4.736198448394496
2019-06,Rodney,1.5,762.95,141.67,511.0,4.2,3.1552,13.648865480555328,5.135798437050262,4.110873864173311
2019-06,Waitakere,1.5,762.95,46.67,507.5,4.2,3.1552,13.547631112808673,5.634789603169249,4.276666119016055
2019-07,AucklandCity,1.5,765.43,218.33,550.0,4.23,3.2052,13.658856747918897,6.405228458030842,6.405228458030842
2019-07,Franklin,1.5,765.43,100.0,500.0,4.23,3.2052,13.38472764187182,4.382026634673881,4.143134726391533
2019-07,Manukau,1.5,765.43,245.0,483.75,4.23,3.2052,13.617059619240436,6.021023349349527,5.327876168789581
2019-07,NorthShore,1.5,765.43,238.33,573.0,4.23,3.2052,13.785051350479566,5.723585101952381,5.568344503761097
2019-07,Papakura,1.5,765.43,133.33,495.0,4.23,3.2052,13.458835614025542,4.672828834461906,4.74493212836325
2019-07,Rodney,1.5,765.43,141.67,511.0,4.23,3.2052,13.670484785914017,5.093750200806762,4.3694478524670215
2019-07,Waitakere,1.5,765.43,46.67,507.5,4.23,3.2052,13.527828485512494,5.69035945432406,4.787491742782046
2019-08,AucklandCity,1.0,767.24,218.33,550.0,4.27,2.9948,13.737549016494562,6.270988431858299,6.07993319509559
2019-08,Franklin,1.0,767.24,100.0,500.0,4.27,2.9948,13.437174117244362,4.48863636973214,4.418840607796598
2019-08,Manukau,1.0,767.24,245.0,483.75,4.27,2.9948,13.554145793829866,5.948034989180646,5.765191102784844
2019-08,NorthShore,1.0,767.24,238.33,573.0,4.27,2.9948,13.81451005763069,5.568344503761097,5.771441123130016
2019-08,Papakura,1.0,767.24,133.33,495.0,4.27,2.9948,13.473020249017498,4.770684624465665,4.477336814478207
2019-08,Rodney,1.0,767.24,141.67,511.0,4.27,2.9948,13.694472229587218,5.135798437050262,4.2626798770413155
2019-08,Waitakere,1.0,767.24,46.67,507.5,4.27,2.9948,13.554145793829866,5.560681631015528,4.430816798843313
2019-09,AucklandCity,1.0,769.04,218.33,550.0,4.3,2.7565,13.737549016494562,6.3473892096560105,5.717027701406222
2019-09,Franklin,1.0,769.04,100.0,500.0,4.3,2.7565,13.415032991367148,4.574710978503383,3.8501476017100584
2019-09,Manukau,1.0,769.04,245.0,483.75,4.3,2.7565,13.64709190633931,5.993961427306569,5.634789603169249
