model,split,rows_used,RMSE_log,MAE_log,R2_log,RMSE_NZD,MAE_NZD,R2_NZD
RandomForest_final,train+test_final,399,0.0225592130559231,0.017698291348247127,0.9851784017463882,23998.294576504748,18296.376668969977,0.9836945626765925
