Month,District,Median_Price,sales_count,OCR,CGPI_Dwelling,Consents,Net_migration_monthly,weeklyrent,unemployment_rate,RealMortgageRate
2024-10,NorthShore,1220000,330,4.75,1087.0,174.0,97.5,695.5,4.8,4.066
2024-10,Papakura,850000,99,4.75,1087.0,82.0,225.0,649.0,4.8,4.066
2024-10,Rodney,1135000,204,4.75,1087.0,96.0,133.33,654.0,4.8,4.066
2024-10,Waitakere,875000,364,4.75,1087.0,213.0,260.0,637.0,4.8,4.066
2024-11,AucklandCity,1200000,637,4.25,1088.67,317.0,728.33,651.17,4.9,3.9453
2024-11,Franklin,835000,73,4.25,1088.67,45.0,75.83,647.0,4.9,3.9453
2024-11,Manukau,950000,557,4.25,1088.67,291.0,833.33,617.75,4.9,3.9453
2024-11,NorthShore,1192500,384,4.25,1088.67,280.0,97.5,695.5,4.9,3.9453
2024-11,Papakura,800001,101,4.25,1088.67,55.0,225.0,649.0,4.9,3.9453
2024-11,Rodney,1104000,205,4.25,1088.67,68.0,133.33,654.0,4.9,3.9453
2024-11,Waitakere,900000,375,4.25,1088.67,143.0,260.0,637.0,4.9,3.9453
2024-12,AucklandCity,1145500,486,4.25,1090.33,463.0,728.33,651.17,5.0,3.6942
2024-12,Franklin,885000,82,4.25,1090.33,37.0,75.83,647.0,5.0,3.6942
2024-12,Manukau,950000,393,4.25,1090.33,183.0,833.33,617.75,5.0,3.6942
2024-12,NorthShore,1215000,339,4.25,1090.33,127.0,97.5,695.5,5.0,3.6942
2024-12,Papakura,799000,54,4.25,1090.33,32.0,225.0,649.0,5.0,3.6942
2024-12,Rodney,1105000,182,4.25,1090.33,38.0,133.33,654.0,5.0,3.6942
2024-12,Waitakere,855000,273,4.25,1090.33,70.0,260.0,637.0,5.0,3.6942
2025-01,AucklandCity,985000,213,4.25,1092.0,205.0,37.5,642.0,5.13,3.5043
2025-01,Franklin,800000,64,4.25,1092.0,59.0,16.67,656.0,5.13,3.5043
2025-01,Manukau,878000,248,4.25,1092.0,269.0,182.5,619.0,5.13,3.5043
2025-01,NorthShore,1255000,129,4.25,1092.0,168.0,97.5,702.25,5.13,3.5043
2025-01,Papakura,830000,39,4.25,1092.0,53.0,76.67,641.0,5.13,3.5043
2025-01,Rodney,1100000,131,4.25,1092.0,28.0,35.83,681.0,5.13,3.5043
2025-01,Waitakere,840000,162,4.25,1092.0,84.0,80.0,619.0,5.13,3.5043
2025-02,AucklandCity,1100000,512,3.75,1092.0,222.0,37.5,642.0,5.27,3.1457
2025-02,Franklin,885000,93,3.75,1092.0,113.0,16.67,656.0,5.27,3.1457
2025-02,Manukau,920000,419,3.75,1092.0,351.0,182.5,619.0,5.27,3.1457
2025-02,NorthShore,1285000,306,3.75,1092.0,163.0,97.5,702.25,5.27,3.1457
2025-02,Papakura,752000,70,3.75,1092.0,61.0,76.67,641.0,5.27,3.1457
2025-02,Rodney,1125000,199,3.75,1092.0,61.0,35.83,681.0,5.27,3.1457
2025-02,Waitakere,880000,281,3.75,1092.0,115.0,80.0,619.0,5.27,3.1457
2025-03,AucklandCity,1173000,697,3.75,1092.0,506.0,37.5,642.0,5.4,3.1055
2025-03,Franklin,844000,86,3.75,1092.0,134.0,16.67,656.0,5.4,3.1055
2025-03,Manukau,950000,577,3.75,1092.0,336.0,182.5,619.0,5.4,3.1055
2025-03,NorthShore,1220000,406,3.75,1092.0,305.0,97.5,702.25,5.4,3.1055
2025-03,Papakura,750000,60,3.75,1092.0,63.0,76.67,641.0,5.4,3.1055
2025-03,Rodney,1200000,244,3.75,1092.0,75.0,35.83,681.0,5.4,3.1055
2025-03,Waitakere,905000,358,3.75,1092.0,112.0,80.0,619.0,5.4,3.1055
2025-04,AucklandCity,1139000,588,3.5,1092.0,255.0,37.5,642.0,5.53,2.987
2025-04,Franklin,901000,89,3.5,1092.0,77.0,16.67,656.0,5.53,2.987
2025-04,Manukau,948000,465,3.5,1092.0,284.0,182.5,619.0,5.53,2.987
2025-04,NorthShore,1150000,345,3.5,1092.0,167.0,97.5,702.25,5.53,2.987
2025-04,Papakura,807000,66,3.5,1092.0,58.0,76.67,641.0,5.53,2.987
2025-04,Rodney,1095000,170,3.5,1092.0,42.0,35.83,681.0,5.53,2.987
2025-04,Waitakere,875000,342,3.5,1092.0,92.0,80.0,619.0,5.53,2.987
2025-05,AucklandCity,1175000,587,3.25,1092.67,351.0,37.5,642.0,5.67,2.8324
2025-05,Franklin,838000,106,3.25,1092.67,122.0,16.67,656.0,5.67,2.8324
2025-05,Manukau,899000,514,3.25,1092.67,220.0,182.5,619.0,5.67,2.8324
2025-05,NorthShore,1170000,344,3.25,1092.67,286.0,97.5,702.25,5.67,2.8324
2025-05,Papakura,817500,66,3.25,1092.67,88.0,76.67,641.0,5.67,2.8324
2025-05,Rodney,1100000,221,3.25,1092.67,63.0,35.83,681.0,5.67,2.8324
2025-05,Waitakere,870000,333,3.25,1092.67,257.0,80.0,619.0,5.67,2.8324
2025-06,AucklandCity,1200000,518,3.25,1093.33,255.0,37.5,642.0,5.8,2.6667
2025-06,Franklin,850000,90,3.25,1093.33,112.0,16.67,656.0,5.8,2.6667
2025-06,Manukau,908000,412,3.25,1093.33,251.0,182.5,619.0,5.8,2.6667
2025-06,NorthShore,1195000,282,3.25,1093.33,223.0,97.5,702.25,5.8,2.6667
2025-06,Papakura,725000,63,3.25,1093.33,70.0,76.67,641.0,5.8,2.6667
2025-06,Rodney,1130000,182,3.25,1093.33,51.0,35.83,681.0,5.8,2.6667
2025-06,Waitakere,881700,274,3.25,1093.33,212.0,80.0,619.0,5.8,2.6667
