Month,District,2YearFixedRate
2017-05,NorthShore,5.09
2017-05,Papakura,5.09
2017-05,Rodney,5.09
2017-05,Waitakere,5.09
2017-06,AucklandCity,5.09
2017-06,Franklin,5.09
2017-06,Manukau,5.09
2017-06,NorthShore,5.09
2017-06,Papakura,5.09
2017-06,Rodney,5.09
2017-06,Waitakere,5.09
2017-07,AucklandCity,5.14
2017-07,Franklin,5.14
2017-07,Manukau,5.14
2017-07,NorthShore,5.14
2017-07,Papakura,5.14
2017-07,Rodney,5.14
2017-07,Waitakere,5.14
2017-08,AucklandCity,5.1
2017-08,Franklin,5.1
2017-08,Manukau,5.1
2017-08,NorthShore,5.1
2017-08,Papakura,5.1
2017-08,Rodney,5.1
2017-08,Waitakere,5.1
2017-09,AucklandCity,5.08
2017-09,Franklin,5.08
2017-09,Manukau,5.08
2017-09,NorthShore,5.08
2017-09,Papakura,5.08
2017-09,Rodney,5.08
2017-09,Waitakere,5.08
2017-10,AucklandCity,5.08
2017-10,Franklin,5.08
2017-10,Manukau,5.08
2017-10,NorthShore,5.08
2017-10,Papakura,5.08
2017-10,Rodney,5.08
2017-10,Waitakere,5.08
2017-11,AucklandCity,5.08
2017-11,Franklin,5.08
2017-11,Manukau,5.08
2017-11,NorthShore,5.08
2017-11,Papakura,5.08
2017-11,Rodney,5.08
2017-11,Waitakere,5.08
2017-12,AucklandCity,5.08
2017-12,Franklin,5.08
2017-12,Manukau,5.08
2017-12,NorthShore,5.08
2017-12,Papakura,5.08
2017-12,Rodney,5.08
2017-12,Waitakere,5.08
2018-01,AucklandCity,5.08
2018-01,Franklin,5.08
2018-01,Manukau,5.08
2018-01,NorthShore,5.08
2018-01,Papakura,5.08
2018-01,Rodney,5.08
2018-01,Waitakere,5.08
2018-02,AucklandCity,5.08
2018-02,Franklin,5.08
2018-02,Manukau,5.08
2018-02,NorthShore,5.08
2018-02,Papakura,5.08
2018-02,Rodney,5.08
2018-02,Waitakere,5.08
2018-03,AucklandCity,5.06
2018-03,Franklin,5.06
2018-03,Manukau,5.06
2018-03,NorthShore,5.06
2018-03,Papakura,5.06
2018-03,Rodney,5.06
2018-03,Waitakere,5.06
2018-04,AucklandCity,5.05
2018-04,Franklin,5.05
2018-04,Manukau,5.05
2018-04,NorthShore,5.05
2018-04,Papakura,5.05
2018-04,Rodney,5.05
2018-04,Waitakere,5.05
2018-05,AucklandCity,5.02
2018-05,Franklin,5.02
2018-05,Manukau,5.02
2018-05,NorthShore,5.02
2018-05,Papakura,5.02
2018-05,Rodney,5.02
2018-05,Waitakere,5.02
2018-06,AucklandCity,5.02
2018-06,Franklin,5.02
2018-06,Manukau,5.02
2018-06,NorthShore,5.02
2018-06,Papakura,5.02
2018-06,Rodney,5.02
2018-06,Waitakere,5.02
2018-07,AucklandCity,5.01
2018-07,Franklin,5.01
2018-07,Manukau,5.01
2018-07,NorthShore,5.01
2018-07,Papakura,5.01
2018-07,Rodney,5.01
2018-07,Waitakere,5.01
2018-08,AucklandCity,5.0
2018-08,Franklin,5.0
2018-08,Manukau,5.0
2018-08,NorthShore,5.0
2018-08,Papakura,5.0
2018-08,Rodney,5.0
2018-08,Waitakere,5.0
2018-09,AucklandCity,4.93
2018-09,Franklin,4.93
2018-09,Manukau,4.93
2018-09,NorthShore,4.93
2018-09,Papakura,4.93
2018-09,Rodney,4.93
2018-09,Waitakere,4.93
2018-10,AucklandCity,4.92
2018-10,Franklin,4.92
2018-10,Manukau,4.92
2018-10,NorthShore,4.92
2018-10,Papakura,4.92
2018-10,Rodney,4.92
2018-10,Waitakere,4.92
2018-11,AucklandCity,4.91
2018-11,Franklin,4.91
2018-11,Manukau,4.91
2018-11,NorthShore,4.91
2018-11,Papakura,4.91
2018-11,Rodney,4.91
2018-11,Waitakere,4.91
2018-12,AucklandCity,4.93
2018-12,Franklin,4.93
2018-12,Manukau,4.93
2018-12,NorthShore,4.93
2018-12,Papakura,4.93
2018-12,Rodney,4.93
2018-12,Waitakere,4.93
2019-01,AucklandCity,4.93
2019-01,Franklin,4.93
2019-01,Manukau,4.93
2019-01,NorthShore,4.93
2019-01,Papakura,4.93
2019-01,Rodney,4.93
2019-01,Waitakere,4.93
2019-02,AucklandCity,4.92
2019-02,Franklin,4.92
2019-02,Manukau,4.92
2019-02,NorthShore,4.92
2019-02,Papakura,4.92
2019-02,Rodney,4.92
2019-02,Waitakere,4.92
2019-03,AucklandCity,4.81
2019-03,Franklin,4.81
2019-03,Manukau,4.81
2019-03,NorthShore,4.81
2019-03,Papakura,4.81
2019-03,Rodney,4.81
2019-03,Waitakere,4.81
2019-04,AucklandCity,4.78
2019-04,Franklin,4.78
2019-04,Manukau,4.78
2019-04,NorthShore,4.78
2019-04,Papakura,4.78
2019-04,Rodney,4.78
2019-04,Waitakere,4.78
2019-05,AucklandCity,4.73
2019-05,Franklin,4.73
2019-05,Manukau,4.73
2019-05,NorthShore,4.73
2019-05,Papakura,4.73
2019-05,Rodney,4.73
2019-05,Waitakere,4.73
2019-06,AucklandCity,4.69
2019-06,Franklin,4.69
2019-06,Manukau,4.69
2019-06,NorthShore,4.69
2019-06,Papakura,4.69
2019-06,Rodney,4.69
2019-06,Waitakere,4.69
2019-07,AucklandCity,4.67
2019-07,Franklin,4.67
2019-07,Manukau,4.67
2019-07,NorthShore,4.67
2019-07,Papakura,4.67
2019-07,Rodney,4.67
2019-07,Waitakere,4.67
2019-08,AucklandCity,4.59
2019-08,Franklin,4.59
2019-08,Manukau,4.59
2019-08,NorthShore,4.59
2019-08,Papakura,4.59
2019-08,Rodney,4.59
2019-08,Waitakere,4.59
2019-09,AucklandCity,4.48
2019-09,Franklin,4.48
2019-09,Manukau,4.48
2019-09,NorthShore,4.48
2019-09,Papakura,4.48
2019-09,Rodney,4.48
2019-09,Waitakere,4.48
2019-10,AucklandCity,4.41
2019-10,Franklin,4.41
2019-10,Manukau,4.41
2019-10,NorthShore,4.41
2019-10,Papakura,4.41
2019-10,Rodney,4.41
2019-10,Waitakere,4.41
2019-11,AucklandCity,4.42
2019-11,Franklin,4.42
2019-11,Manukau,4.42
2019-11,NorthShore,4.42
2019-11,Papakura,4.42
2019-11,Rodney,4.42
2019-11,Waitakere,4.42
2019-12,AucklandCity,4.44
2019-12,Franklin,4.44
2019-12,Manukau,4.44
2019-12,NorthShore,4.44
2019-12,Papakura,4.44
2019-12,Rodney,4.44
2019-12,Waitakere,4.44
2020-01,AucklandCity,4.44
2020-01,Franklin,4.44
2020-01,Manukau,4.44
2020-01,NorthShore,4.44
2020-01,Papakura,4.44
2020-01,Rodney,4.44
2020-01,Waitakere,4.44
2020-02,AucklandCity,4.45
2020-02,Franklin,4.45
2020-02,Manukau,4.45
2020-02,NorthShore,4.45
2020-02,Papakura,4.45
2020-02,Rodney,4.45
2020-02,Waitakere,4.45
2020-03,AucklandCity,4.22
2020-03,Franklin,4.22
2020-03,Manukau,4.22
2020-03,NorthShore,4.22
2020-03,Papakura,4.22
2020-03,Rodney,4.22
2020-03,Waitakere,4.22
2020-04,AucklandCity,4.19
2020-04,Franklin,4.19
2020-04,Manukau,4.19
2020-04,NorthShore,4.19
2020-04,Papakura,4.19
2020-04,Rodney,4.19
2020-04,Waitakere,4.19
2020-05,AucklandCity,3.92
2020-05,Franklin,3.92
2020-05,Manukau,3.92
2020-05,NorthShore,3.92
2020-05,Papakura,3.92
2020-05,Rodney,3.92
2020-05,Waitakere,3.92
2020-06,AucklandCity,3.74
2020-06,Franklin,3.74
2020-06,Manukau,3.74
2020-06,NorthShore,3.74
2020-06,Papakura,3.74
2020-06,Rodney,3.74
2020-06,Waitakere,3.74
2020-07,AucklandCity,3.7
2020-07,Franklin,3.7
2020-07,Manukau,3.7
2020-07,NorthShore,3.7
2020-07,Papakura,3.7
2020-07,Rodney,3.7
2020-07,Waitakere,3.7
2020-08,AucklandCity,3.68
2020-08,Franklin,3.68
2020-08,Manukau,3.68
2020-08,NorthShore,3.68
2020-08,Papakura,3.68
2020-08,Rodney,3.68
2020-08,Waitakere,3.68
2020-09,AucklandCity,3.63
2020-09,Franklin,3.63
2020-09,Manukau,3.63
2020-09,NorthShore,3.63
2020-09,Papakura,3.63
2020-09,Rodney,3.63
2020-09,Waitakere,3.63
2020-10,AucklandCity,3.55
2020-10,Franklin,3.55
2020-10,Manukau,3.55
2020-10,NorthShore,3.55
2020-10,Papakura,3.55
2020-10,Rodney,3.55
2020-10,Waitakere,3.55
2020-11,AucklandCity,3.51
2020-11,Franklin,3.51
2020-11,Manukau,3.51
2020-11,NorthShore,3.51
2020-11,Papakura,3.51
2020-11,Rodney,3.51
2020-11,Waitakere,3.51
2020-12,AucklandCity,3.51
2020-12,Franklin,3.51
2020-12,Manukau,3.51
2020-12,NorthShore,3.51
2020-12,Papakura,3.51
2020-12,Rodney,3.51
2020-12,Waitakere,3.51
2021-01,AucklandCity,3.49
2021-01,Franklin,3.49
2021-01,Manukau,3.49
2021-01,NorthShore,3.49
2021-01,Papakura,3.49
2021-01,Rodney,3.49
2021-01,Waitakere,3.49
2021-02,AucklandCity,3.47
2021-02,Franklin,3.47
2021-02,Manukau,3.47
2021-02,NorthShore,3.47
2021-02,Papakura,3.47
2021-02,Rodney,3.47
2021-02,Waitakere,3.47
2021-03,AucklandCity,3.47
2021-03,Franklin,3.47
2021-03,Manukau,3.47
2021-03,NorthShore,3.47
2021-03,Papakura,3.47
2021-03,Rodney,3.47
2021-03,Waitakere,3.47
2021-04,AucklandCity,3.46
2021-04,Franklin,3.46
2021-04,Manukau,3.46
2021-04,NorthShore,3.46
2021-04,Papakura,3.46
2021-04,Rodney,3.46
2021-04,Waitakere,3.46
2021-05,AucklandCity,3.47
2021-05,Franklin,3.47
2021-05,Manukau,3.47
2021-05,NorthShore,3.47
2021-05,Papakura,3.47
2021-05,Rodney,3.47
2021-05,Waitakere,3.47
2021-06,AucklandCity,3.47
2021-06,Franklin,3.47
2021-06,Manukau,3.47
2021-06,NorthShore,3.47
2021-06,Papakura,3.47
2021-06,Rodney,3.47
2021-06,Waitakere,3.47
2021-07,AucklandCity,3.67
2021-07,Franklin,3.67
2021-07,Manukau,3.67
2021-07,NorthShore,3.67
2021-07,Papakura,3.67
2021-07,Rodney,3.67
2021-07,Waitakere,3.67
2021-08,AucklandCity,3.69
2021-08,Franklin,3.69
2021-08,Manukau,3.69
2021-08,NorthShore,3.69
2021-08,Papakura,3.69
2021-08,Rodney,3.69
2021-08,Waitakere,3.69
2021-09,AucklandCity,3.87
2021-09,Franklin,3.87
2021-09,Manukau,3.87
2021-09,NorthShore,3.87
2021-09,Papakura,3.87
2021-09,Rodney,3.87
2021-09,Waitakere,3.87
2021-10,AucklandCity,4.22
2021-10,Franklin,4.22
2021-10,Manukau,4.22
2021-10,NorthShore,4.22
2021-10,Papakura,4.22
2021-10,Rodney,4.22
2021-10,Waitakere,4.22
2021-11,AucklandCity,4.65
2021-11,Franklin,4.65
2021-11,Manukau,4.65
2021-11,NorthShore,4.65
2021-11,Papakura,4.65
2021-11,Rodney,4.65
2021-11,Waitakere,4.65
2021-12,AucklandCity,4.73
2021-12,Franklin,4.73
2021-12,Manukau,4.73
2021-12,NorthShore,4.73
2021-12,Papakura,4.73
2021-12,Rodney,4.73
2021-12,Waitakere,4.73
2022-01,AucklandCity,4.71
2022-01,Franklin,4.71
2022-01,Manukau,4.71
2022-01,NorthShore,4.71
2022-01,Papakura,4.71
2022-01,Rodney,4.71
2022-01,Waitakere,4.71
2022-02,AucklandCity,4.75
2022-02,Franklin,4.75
2022-02,Manukau,4.75
2022-02,NorthShore,4.75
2022-02,Papakura,4.75
2022-02,Rodney,4.75
2022-02,Waitakere,4.75
2022-03,AucklandCity,5.04
2022-03,Franklin,5.04
2022-03,Manukau,5.04
2022-03,NorthShore,5.04
2022-03,Papakura,5.04
2022-03,Rodney,5.04
2022-03,Waitakere,5.04
2022-04,AucklandCity,5.55
2022-04,Franklin,5.55
2022-04,Manukau,5.55
2022-04,NorthShore,5.55
2022-04,Papakura,5.55
2022-04,Rodney,5.55
2022-04,Waitakere,5.55
2022-05,AucklandCity,5.62
2022-05,Franklin,5.62
2022-05,Manukau,5.62
2022-05,NorthShore,5.62
2022-05,Papakura,5.62
2022-05,Rodney,5.62
2022-05,Waitakere,5.62
2022-06,AucklandCity,5.99
2022-06,Franklin,5.99
2022-06,Manukau,5.99
2022-06,NorthShore,5.99
2022-06,Papakura,5.99
2022-06,Rodney,5.99
2022-06,Waitakere,5.99
2022-07,AucklandCity,5.94
2022-07,Franklin,5.94
2022-07,Manukau,5.94
2022-07,NorthShore,5.94
2022-07,Papakura,5.94
2022-07,Rodney,5.94
2022-07,Waitakere,5.94
2022-08,AucklandCity,5.91
2022-08,Franklin,5.91
2022-08,Manukau,5.91
2022-08,NorthShore,5.91
2022-08,Papakura,5.91
2022-08,Rodney,5.91
2022-08,Waitakere,5.91
2022-09,AucklandCity,6.06
2022-09,Franklin,6.06
2022-09,Manukau,6.06
2022-09,NorthShore,6.06
2022-09,Papakura,6.06
2022-09,Rodney,6.06
2022-09,Waitakere,6.06
2022-10,AucklandCity,6.47
2022-10,Franklin,6.47
2022-10,Manukau,6.47
2022-10,NorthShore,6.47
2022-10,Papakura,6.47
2022-10,Rodney,6.47
2022-10,Waitakere,6.47
2022-11,AucklandCity,6.75
2022-11,Franklin,6.75
2022-11,Manukau,6.75
2022-11,NorthShore,6.75
2022-11,Papakura,6.75
2022-11,Rodney,6.75
2022-11,Waitakere,6.75
2022-12,AucklandCity,7.08
2022-12,Franklin,7.08
2022-12,Manukau,7.08
2022-12,NorthShore,7.08
2022-12,Papakura,7.08
2022-12,Rodney,7.08
2022-12,Waitakere,7.08
2023-01,AucklandCity,7.08
2023-01,Franklin,7.08
2023-01,Manukau,7.08
2023-01,NorthShore,7.08
2023-01,Papakura,7.08
2023-01,Rodney,7.08
2023-01,Waitakere,7.08
2023-02,AucklandCity,7.0
2023-02,Franklin,7.0
2023-02,Manukau,7.0
2023-02,NorthShore,7.0
2023-02,Papakura,7.0
2023-02,Rodney,7.0
2023-02,Waitakere,7.0
2023-03,AucklandCity,7.03
2023-03,Franklin,7.03
2023-03,Manukau,7.03
2023-03,NorthShore,7.03
2023-03,Papakura,7.03
2023-03,Rodney,7.03
2023-03,Waitakere,7.03
2023-04,AucklandCity,7.07
2023-04,Franklin,7.07
2023-04,Manukau,7.07
2023-04,NorthShore,7.07
2023-04,Papakura,7.07
2023-04,Rodney,7.07
2023-04,Waitakere,7.07
2023-05,AucklandCity,7.1
2023-05,Franklin,7.1
2023-05,Manukau,7.1
2023-05,NorthShore,7.1
2023-05,Papakura,7.1
2023-05,Rodney,7.1
2023-05,Waitakere,7.1
2023-06,AucklandCity,7.15
2023-06,Franklin,7.15
2023-06,Manukau,7.15
2023-06,NorthShore,7.15
2023-06,Papakura,7.15
2023-06,Rodney,7.15
2023-06,Waitakere,7.15
2023-07,AucklandCity,7.32
2023-07,Franklin,7.32
2023-07,Manukau,7.32
2023-07,NorthShore,7.32
2023-07,Papakura,7.32
2023-07,Rodney,7.32
2023-07,Waitakere,7.32
2023-08,AucklandCity,7.42
2023-08,Franklin,7.42
2023-08,Manukau,7.42
2023-08,NorthShore,7.42
2023-08,Papakura,7.42
2023-08,Rodney,7.42
2023-08,Waitakere,7.42
2023-09,AucklandCity,7.5
2023-09,Franklin,7.5
2023-09,Manukau,7.5
2023-09,NorthShore,7.5
2023-09,Papakura,7.5
2023-09,Rodney,7.5
2023-09,Waitakere,7.5
2023-10,AucklandCity,7.6
2023-10,Franklin,7.6
2023-10,Manukau,7.6
2023-10,NorthShore,7.6
2023-10,Papakura,7.6
2023-10,Rodney,7.6
2023-10,Waitakere,7.6
2023-11,AucklandCity,7.59
2023-11,Franklin,7.59
2023-11,Manukau,7.59
2023-11,NorthShore,7.59
2023-11,Papakura,7.59
2023-11,Rodney,7.59
2023-11,Waitakere,7.59
2023-12,AucklandCity,7.54
2023-12,Franklin,7.54
2023-12,Manukau,7.54
2023-12,NorthShore,7.54
2023-12,Papakura,7.54
2023-12,Rodney,7.54
2023-12,Waitakere,7.54
2024-01,AucklandCity,7.48
2024-01,Franklin,7.48
2024-01,Manukau,7.48
2024-01,NorthShore,7.48
2024-01,Papakura,7.48
2024-01,Rodney,7.48
2024-01,Waitakere,7.48
2024-02,AucklandCity,7.45
2024-02,Franklin,7.45
2024-02,Manukau,7.45
2024-02,NorthShore,7.45
2024-02,Papakura,7.45
2024-02,Rodney,7.45
2024-02,Waitakere,7.45
2024-03,AucklandCity,7.4
2024-03,Franklin,7.4
2024-03,Manukau,7.4
2024-03,NorthShore,7.4
2024-03,Papakura,7.4
2024-03,Rodney,7.4
2024-03,Waitakere,7.4
2024-04,AucklandCity,7.38
2024-04,Franklin,7.38
2024-04,Manukau,7.38
2024-04,NorthShore,7.38
2024-04,Papakura,7.38
2024-04,Rodney,7.38
2024-04,Waitakere,7.38
2024-05,AucklandCity,7.36
2024-05,Franklin,7.36
2024-05,Manukau,7.36
2024-05,NorthShore,7.36
2024-05,Papakura,7.36
2024-05,Rodney,7.36
2024-05,Waitakere,7.36
2024-06,AucklandCity,7.35
2024-06,Franklin,7.35
2024-06,Manukau,7.35
2024-06,NorthShore,7.35
2024-06,Papakura,7.35
2024-06,Rodney,7.35
2024-06,Waitakere,7.35
2024-07,AucklandCity,7.15
2024-07,Franklin,7.15
2024-07,Manukau,7.15
2024-07,NorthShore,7.15
2024-07,Papakura,7.15
2024-07,Rodney,7.15
2024-07,Waitakere,7.15
2024-08,AucklandCity,6.66
2024-08,Franklin,6.66
2024-08,Manukau,6.66
2024-08,NorthShore,6.66
2024-08,Papakura,6.66
2024-08,Rodney,6.66
2024-08,Waitakere,6.66
2024-09,AucklandCity,6.48
2024-09,Franklin,6.48
2024-09,Manukau,6.48
2024-09,NorthShore,6.48
2024-09,Papakura,6.48
2024-09,Rodney,6.48
2024-09,Waitakere,6.48
2024-10,AucklandCity,6.29
2024-10,Franklin,6.29
2024-10,Manukau,6.29
2024-10,NorthShore,6.29
2024-10,Papakura,6.29
2024-10,Rodney,6.29
2024-10,Waitakere,6.29
2024-11,AucklandCity,6.27
2024-11,Franklin,6.27
2024-11,Manukau,6.27
2024-11,NorthShore,6.27
2024-11,Papakura,6.27
2024-11,Rodney,6.27
2024-11,Waitakere,6.27
2024-12,AucklandCity,6.12
2024-12,Franklin,6.12
2024-12,Manukau,6.12
2024-12,NorthShore,6.12
2024-12,Papakura,6.12
2024-12,Rodney,6.12
2024-12,Waitakere,6.12
2025-01,AucklandCity,6.03
2025-01,Franklin,6.03
2025-01,Manukau,6.03
2025-01,NorthShore,6.03
2025-01,Papakura,6.03
2025-01,Rodney,6.03
2025-01,Waitakere,6.03
2025-02,AucklandCity,5.72
2025-02,Franklin,5.72
2025-02,Manukau,5.72
2025-02,NorthShore,5.72
2025-02,Papakura,5.72
2025-02,Rodney,5.72
2025-02,Waitakere,5.72
2025-03,AucklandCity,5.73
2025-03,Franklin,5.73
2025-03,Manukau,5.73
2025-03,NorthShore,5.73
2025-03,Papakura,5.73
2025-03,Rodney,5.73
2025-03,Waitakere,5.73
2025-04,AucklandCity,5.66
2025-04,Franklin,5.66
2025-04,Manukau,5.66
2025-04,NorthShore,5.66
2025-04,Papakura,5.66
2025-04,Rodney,5.66
2025-04,Waitakere,5.66
2025-05,AucklandCity,5.63
2025-05,Franklin,5.63
2025-05,Manukau,5.63
2025-05,NorthShore,5.63
2025-05,Papakura,5.63
2025-05,Rodney,5.63
2025-05,Waitakere,5.63
2025-06,AucklandCity,5.59
2025-06,Franklin,5.59
2025-06,Manukau,5.59
2025-06,NorthShore,5.59
2025-06,Papakura,5.59
2025-06,Rodney,5.59
2025-06,Waitakere,5.59
2025-07,AucklandCity,5.59
2025-07,Franklin,5.59
2025-07,Manukau,5.59
2025-07,NorthShore,5.59
2025-07,Papakura,5.59
2025-07,Rodney,5.59
2025-07,Waitakere,5.59
2025-08,AucklandCity,5.46
2025-08,Franklin,5.46
2025-08,Manukau,5.46
2025-08,NorthShore,5.46
2025-08,Papakura,5.46
2025-08,Rodney,5.46
2025-08,Waitakere,5.46
2025-09,AucklandCity,5.42
2025-09,Franklin,5.42
2025-09,Manukau,5.42
2025-09,NorthShore,5.42
2025-09,Papakura,5.42
2025-09,Rodney,5.42
2025-09,Waitakere,5.42
2025-10,AucklandCity,5.2
2025-10,Franklin,5.2
2025-10,Manukau,5.2
2025-10,NorthShore,5.2
2025-10,Papakura,5.2
2025-10,Rodney,5.2
2025-10,Waitakere,5.2
